total_sales_amount,export_sales_value,output_vat,input_vat,net_refund_amount,sales_invoice_count,supporting_docs_count,submitted_by,zero_rated_sales,exempt_sales,business_age_years,is_fraud,claim_id,taxpayer_id,period_start,period_end,claim_date,fraud_type,processing_days
186118.082307724,83594.4253855703,16403.78510754459,39884.01869074683,23480.23358320224,8,2,Self,66875.54030845624,5329.064196373623,1.317622469152116,1,CLM_845258,TPIN_99919877,2024-06-30,2024-09-27,2024-10-23,ghost_business,10
184326.76718147384,99486.77000149702,13574.399548796293,19421.351203240727,5846.951654444434,13,29,Tax Agent,89538.09300134731,7309.403981763332,6.218688555268503,0,CLM_404567,TPIN_75349829,2024-03-11,2024-06-08,2024-06-16,,46
327178.0922210518,89858.31439666622,38999.81300638671,31853.352073712103,0.0,17,23,Tax Agent,80872.48295699959,26021.842520704246,9.591727875149225,0,CLM_922494,TPIN_88566365,2024-09-22,2024-12-20,2025-01-09,,18
143056.11881779722,134906.8182069887,1303.8880977293616,16464.73815088287,15160.850053153508,13,3,Self,107925.45456559098,988.5943544032293,1.5324609968831515,1,CLM_385241,TPIN_94937634,2024-02-06,2024-05-05,2024-05-10,fake_exports,28
1734741.246063289,1484166.494042062,40091.96032339633,204318.22427364002,164226.2639502437,122,15,Tax Agent,1335749.844637856,148325.61573799115,7.968164583209488,0,CLM_291387,TPIN_57427053,2024-06-02,2024-08-30,2024-09-11,,58
8040545.633053001,4689325.212307534,536195.2673192747,880507.5365708404,344312.2692515657,194,22,Tax Agent,4220392.691076781,426241.8391458129,18.31504668251887,0,CLM_390431,TPIN_59365176,2024-03-22,2024-06-19,2024-06-26,,33
729066.2112482281,442022.3825731539,45927.01258801187,151645.77193963146,105718.75935161959,18,6,Tax Agent,353617.9060585231,24016.10073811543,3.832385797046139,1,CLM_187721,TPIN_12116285,2024-10-10,2025-01-07,2025-01-20,carousel,15
353769.65811463346,285956.34737915616,10850.12971767637,34002.65915567228,23152.52943799591,10,20,Tax Agent,257360.71264124053,30082.732163464738,16.79923796269562,0,CLM_443567,TPIN_14739400,2024-12-24,2025-03-23,2025-04-05,,11
338737.1395667557,214656.89758057796,19852.838717788436,42964.22918856709,23111.390470778657,34,16,Tax Agent,193191.20782252017,23878.446430915887,9.430283910921542,0,CLM_707847,TPIN_67696034,2024-08-14,2024-11-11,2024-12-05,,41
595866.9814237116,337497.73799807334,41339.07894810213,64376.33119659501,23037.252248492885,20,27,Tax Agent,303747.96419826604,7029.97902659303,15.635176810733107,0,CLM_966069,TPIN_29796900,2024-01-11,2024-04-09,2024-04-23,,33
1683426.3448118502,1353472.8677325232,52792.55633269232,185109.21983366337,132316.66350097104,66,8,Self,1218125.580959271,155404.4740634591,7.895850876892872,0,CLM_399837,TPIN_82017258,2024-10-27,2025-01-24,2025-02-07,,54
1760012.7483859984,1289582.8909902247,75268.77718332381,191730.67458681055,116461.89740348674,62,9,Tax Agent,1160624.6018912022,161327.3941786902,13.179333592467808,0,CLM_349240,TPIN_16979736,2024-11-18,2025-02-15,2025-03-15,,12
2841798.698318378,2127968.541698425,114212.82505919249,591094.1292502227,476881.3041910302,38,9,Self,1702374.8333587402,25380.304099426,3.1298653156894884,1,CLM_734900,TPIN_42812837,2024-02-24,2024-05-23,2024-06-21,carousel,13
1800146.0034370157,1273946.5810906645,84191.90757541619,244332.0937509353,160140.18617551913,326,21,Tax Agent,1146551.9229815982,111492.2778104725,15.753674003833668,0,CLM_960359,TPIN_14050338,2024-03-23,2024-06-20,2024-07-05,,37
285049.1826957265,241524.73855739512,6963.911062133024,35655.879499529656,28691.96843739663,10,27,Tax Agent,217372.2647016556,21883.906682942114,15.236305375983548,0,CLM_985691,TPIN_48049943,2024-04-02,2024-06-30,2024-07-26,,51
106998.587997487,43737.87400989113,10121.71423801534,21939.503128057473,11817.788890042133,9,1,Self,34990.2992079129,4064.802107426542,1.0381495140111732,1,CLM_567773,TPIN_34513522,2024-07-23,2024-10-20,2024-11-10,ghost_business,23
431015.15822674974,341987.14643941156,14244.48188597411,54640.738008065375,40396.25612209126,78,9,Tax Agent,307788.4317954704,34064.75442743329,9.534451189230836,0,CLM_602420,TPIN_54194441,2024-07-09,2024-10-06,2024-10-13,,44
229802.65966757893,201777.9908070335,4483.94701768727,24659.363778230494,20175.416760543223,10,13,Tax Agent,181600.19172633014,116.71247297763239,15.751337533861122,0,CLM_246154,TPIN_52729836,2024-08-05,2024-11-02,2024-11-07,,18
2259672.822349041,1892480.5265319557,58750.767330733615,470011.94704860053,411261.17971786694,46,8,Self,1513984.4212255646,59820.86681944906,1.1764136016649143,1,CLM_354557,TPIN_84333572,2024-04-02,2024-06-30,2024-07-16,carousel,24
1373244.7941475553,976620.9389729238,63459.81682794104,158242.44663261928,94782.62980467823,152,9,Tax Agent,878958.8450756314,10334.710921652586,9.214623997683494,0,CLM_293540,TPIN_67964061,2024-11-09,2025-02-06,2025-02-24,,18
1930358.3357527382,1613489.6256717907,50698.9936129516,218207.7688558928,167508.7752429412,56,22,Self,1452140.6631046117,127157.40095390465,4.703868118404664,0,CLM_745044,TPIN_82309308,2024-02-02,2024-05-01,2024-05-09,,59
235410.6538907343,119636.78689740047,18523.818718933413,26022.84129662457,7499.0225776911575,10,21,Tax Agent,107673.10820766042,13035.352503124806,13.316984966460478,0,CLM_468921,TPIN_68156289,2024-01-21,2024-04-19,2024-05-16,,24
1245730.7238243073,690028.0792747247,88912.42312793322,144309.20808329174,55396.784955358526,98,18,Tax Agent,621025.2713472523,39646.0028121596,5.78831145829782,0,CLM_441115,TPIN_21729096,2024-08-16,2024-11-13,2024-11-19,,26
1629781.5557722612,211864.83388146412,204732.02967556455,192143.27602189474,0.0,180,17,Tax Agent,190678.3504933177,125101.23660298546,2.930653997132063,0,CLM_827498,TPIN_73242277,2024-12-05,2025-03-04,2025-03-31,,25
484005.06290108745,249317.63331250567,37549.98873417309,65391.64606035433,27841.657326181245,92,14,Tax Agent,224385.86998125512,26183.343175289046,3.2720773645119006,0,CLM_119283,TPIN_85301798,2024-01-04,2024-04-02,2024-04-13,,41
154256.43444051407,445.55750102635756,24609.740310318033,81379.40398983871,56769.66367952068,9,4,Self,356.44600082108605,5357.961639104345,2.455245367719004,1,CLM_784609,TPIN_70793371,2024-06-19,2024-09-16,2024-10-05,inflated_inputs,8
95335.96769982923,43329.17814627226,8321.086328569116,16934.65777934493,8613.571450775813,7,2,Self,34663.34251701781,1323.1730166853574,1.1536899594886951,1,CLM_275946,TPIN_71470806,2024-05-25,2024-08-22,2024-09-10,ghost_business,28
128838.81093632177,101828.03992404307,4321.723361964591,11848.889577499958,7527.166215535367,2,2,Self,81462.43193923446,1317.6600137149458,0.9236549922474249,1,CLM_207041,TPIN_86328305,2024-08-19,2024-11-16,2024-11-25,ghost_business,14
324270.8776014056,224533.18250258573,15958.031215811181,42609.17199955918,26651.140783747996,11,19,Tax Agent,202079.86425232716,17458.792378768274,16.471585629216158,0,CLM_246389,TPIN_36854296,2024-04-12,2024-07-10,2024-07-31,,44
283372.5696525752,223865.01876813252,9521.208141510826,33713.26052156159,24192.052380050765,10,15,Tax Agent,201478.51689131928,1274.0839239082013,5.586427179349653,0,CLM_683158,TPIN_10237068,2024-11-08,2025-02-05,2025-03-04,,37
7424980.012293171,4943343.2357730465,397061.88424322,917589.1899367481,520527.30569352815,362,27,Self,4449008.912195742,24907.742473022867,3.7997344547079805,0,CLM_513270,TPIN_59562381,2024-05-26,2024-08-23,2024-08-30,,25
381397.29616498953,315770.88550381194,10500.225705788414,52021.29634827783,41521.070642489416,14,2,Self,252616.70840304956,16407.08685064119,1.1238271560872175,1,CLM_647592,TPIN_28034566,2024-12-14,2025-03-13,2025-03-20,fake_exports,27
455985.8430003636,404390.3478001802,8255.279232029347,45059.426383378224,36804.14715134888,17,25,Tax Agent,363951.31302016217,38560.12911268143,3.590808427296271,0,CLM_557295,TPIN_30643127,2024-02-22,2024-05-21,2024-06-12,,42
602661.0638639391,517661.10095930286,13599.994064741806,60733.31362286738,47133.31955812558,30,29,Tax Agent,465894.9908633726,28532.12381500759,9.085439364993958,0,CLM_337103,TPIN_93724371,2024-09-28,2024-12-26,2025-01-18,,20
266420.3620547077,13772.214623729522,32030.45223535865,26810.916370771534,0.0,12,9,Self,12394.99316135657,19943.81127571682,5.570416428487995,0,CLM_108724,TPIN_53389916,2024-08-06,2024-11-03,2024-11-08,,13
4348685.107394257,3484518.864848179,138266.59880737244,455579.8395852444,317313.240777872,158,19,Tax Agent,3136066.978363361,171098.2124455399,7.015309995615626,0,CLM_168947,TPIN_67837209,2024-07-06,2024-10-03,2024-10-15,,55
49586.81541250883,29462.27016485904,3219.9272396239667,5358.490184638286,2138.5629450143197,6,4,Self,23569.816131887233,597.860839315442,1.09141014646275,1,CLM_398950,TPIN_65412492,2024-01-30,2024-04-28,2024-05-24,ghost_business,13
1989180.5273953795,1489968.539986038,79873.91798549463,193807.82335563228,113933.90537013765,344,9,Tax Agent,1340971.6859874343,168047.09823012768,16.63492172857955,0,CLM_417164,TPIN_66456400,2024-03-09,2024-06-06,2024-06-16,,42
709553.6424378533,181598.58068819088,97943.62618104863,79468.87474996374,0.0,24,21,Tax Agent,163438.7226193718,12153.983697964775,12.022826795884475,0,CLM_897147,TPIN_99543979,2024-03-01,2024-05-29,2024-06-26,,49
360470.7842974473,290967.223949551,11120.569655663408,48457.771590963814,37337.20193530041,13,9,Tax Agent,261870.50155459592,19363.3846659132,10.080411006670221,0,CLM_814614,TPIN_95043673,2024-10-30,2025-01-27,2025-02-07,,13
9245957.08511158,8222120.664232133,163813.82734071166,1174778.4607078878,1010964.6333671762,500,23,Tax Agent,7399908.59780892,714741.9760855384,15.421050293172392,0,CLM_464983,TPIN_62230692,2024-07-27,2024-10-24,2024-11-17,,52
4607050.740926323,4061653.820144371,87263.50732511237,464737.07308835327,377473.5657632409,500,27,Self,3655488.438129934,141813.84431991435,2.0107628990263153,0,CLM_952208,TPIN_61629424,2024-12-28,2025-03-27,2025-04-21,,11
255078.0619356027,141656.9079742316,18147.384633819373,32019.115219053605,13871.730585234232,10,21,Tax Agent,127491.21717680845,19634.547673986108,15.162510608252752,0,CLM_394499,TPIN_61716173,2024-08-21,2024-11-18,2024-12-01,,33
428855.6836400412,72285.85377460353,49477.44762791582,45706.96114641537,0.0,15,28,Tax Agent,65057.268397143176,34533.52188345408,18.27503389185908,0,CLM_263148,TPIN_26893043,2024-06-28,2024-09-25,2024-10-17,,53
616117.3279771259,94790.02595871619,76541.68631505137,67607.8105191176,0.0,19,13,Self,85311.02336284457,40687.66454935998,3.27424584820114,0,CLM_584353,TPIN_81217813,2024-11-17,2025-02-14,2025-03-15,,37
1227244.9570384747,953537.9302937621,43793.12427915402,131040.91299642164,87247.78871726763,76,29,Tax Agent,858184.1372643859,49560.590440070744,12.04583603631214,0,CLM_937437,TPIN_23022704,2024-09-15,2024-12-13,2024-12-24,,49
445864.1568561671,266355.31806643895,28721.4142063565,54425.93579999245,25704.521593635945,10,27,Self,239719.78625979507,42634.520080085036,9.063086987512541,0,CLM_479504,TPIN_86599400,2024-11-03,2025-01-31,2025-02-27,,18
341052.09800270834,27624.726839381834,50148.37938613224,151727.46543134263,101579.0860452104,6,5,Self,22099.78147150547,220.05017295215018,0.5349512127129165,1,CLM_864669,TPIN_70680637,2024-08-18,2024-11-15,2024-11-29,inflated_inputs,15
1971779.267041135,1484208.358803608,78011.34531800434,209781.822221763,131770.47690375865,58,20,Self,1335787.5229232472,150057.90397933012,3.9256514988852516,0,CLM_129257,TPIN_83663899,2024-10-21,2025-01-18,2025-01-24,,38
88588.49749287072,60688.84134280515,4463.944984010492,7369.971292757961,2906.0263087474696,4,3,Self,48551.07307424412,3356.0161136508864,0.8046210858282797,1,CLM_127020,TPIN_79656504,2024-01-23,2024-04-21,2024-04-28,ghost_business,5
487465.165258695,374792.21093091584,18027.67269244467,49794.469762015884,31766.797069571214,44,9,Self,337312.98983782425,17496.819222384227,19.492839644229306,0,CLM_454593,TPIN_67824936,2024-07-06,2024-10-03,2024-10-19,,41
186192.79311422986,55777.4165274823,25863.063105987763,21099.93410583245,0.0,14,20,Self,50199.674874734075,10707.693590819401,16.10400829956367,0,CLM_845936,TPIN_51521934,2024-03-20,2024-06-17,2024-06-27,,44
414475.2541188063,50610.53106640002,58218.355688385,129347.28479743241,71128.9291090474,13,4,Self,40488.42485312002,9460.135657689656,2.900046045064639,1,CLM_442033,TPIN_99851373,2024-08-03,2024-10-31,2024-11-20,inflated_inputs,15
2439662.9972005314,2138078.318942769,48253.548521241995,288929.00359832897,240675.45507708698,70,26,Tax Agent,1924270.487048492,158043.51537950098,7.585001043961885,0,CLM_857438,TPIN_98119598,2024-10-10,2025-01-07,2025-01-22,,26
131025.61202511494,71157.09391862238,9578.96289703881,25325.478007112903,15746.515110074093,6,2,Self,56925.67513489791,6259.387707009296,1.3294567738329752,1,CLM_159382,TPIN_79283112,2024-06-24,2024-09-21,2024-10-05,ghost_business,12
348823.8037128432,8405.583375795526,49459.9412563226,43179.11669438107,0.0,31,11,Tax Agent,7565.025038215974,9166.739773461026,6.299477833398053,0,CLM_355019,TPIN_36028624,2024-02-27,2024-05-26,2024-05-31,,12
385064.49025869835,333896.4471013379,8186.886905177674,47235.95437980395,39049.06747462628,14,28,Self,300506.8023912041,8527.968703348324,9.661188123538675,0,CLM_462928,TPIN_92963000,2024-04-04,2024-07-02,2024-07-08,,58
416915.9813323609,212482.5271105335,32709.352675492384,50203.55260574288,17494.199930250496,11,24,Self,191234.27439948014,6668.187657389324,16.55228521058867,0,CLM_856590,TPIN_78362023,2024-05-14,2024-08-11,2024-08-17,,59
30232.207398764487,19540.5888388362,1710.658969588526,5125.195895950266,3414.5369263617404,7,3,Self,15632.471071068961,6.986141675681708,0.9831340647731407,1,CLM_437429,TPIN_51095573,2024-12-04,2025-03-03,2025-03-14,ghost_business,8
1682922.4470086098,261157.11186856436,207801.0421608014,191193.38590522626,0.0,85,8,Tax Agent,235041.40068170792,100676.67757481926,5.971015148801802,0,CLM_389530,TPIN_81247150,2024-04-18,2024-07-16,2024-08-01,,28
496863.2059293251,126912.52023404052,66496.254024798,51842.91587455754,0.0,48,25,Tax Agent,114221.26821063647,26457.03124321468,14.13746851536287,0,CLM_173861,TPIN_79913666,2024-11-06,2025-02-03,2025-02-13,,35
366746.66422036866,304151.72691335314,10015.189969122484,46679.740383389,36664.550414266516,12,22,Self,273736.5542220178,13903.14777762267,2.264480995789169,0,CLM_904631,TPIN_93011541,2024-03-05,2024-06-02,2024-06-10,,10
575319.6821863591,427736.0907964339,23613.374622388026,58743.66004744046,35130.28542505244,13,16,Tax Agent,384962.4817167905,54911.98698309831,15.770041831851016,0,CLM_584100,TPIN_69973538,2024-08-05,2024-11-02,2024-11-17,,57
411218.52259327966,56838.657120139156,65263.36795538575,55742.1600279641,0.0,10,15,Tax Agent,51154.79140812524,36454.62592808927,16.085002598845286,0,CLM_980432,TPIN_69187251,2024-03-19,2024-06-16,2024-07-08,,54
7465984.226317166,1113569.6837429635,1142085.1144278399,901247.9957110822,0.0,243,19,Tax Agent,1002212.7153686672,685883.3941421307,16.319186690535258,0,CLM_201376,TPIN_24497054,2024-10-16,2025-01-13,2025-01-18,,10
160908.27426891902,114429.86826349235,7436.544960868268,19272.006968867747,11835.462007999478,10,15,Tax Agent,102986.8814371431,10679.710097063167,5.031453922492538,0,CLM_893629,TPIN_23990759,2024-06-03,2024-08-31,2024-09-23,,22
434431.5603181124,20173.18159009504,52207.67281835492,46939.036998098236,0.0,19,11,Tax Agent,18155.863431085534,8893.659180697,10.101155067483647,0,CLM_580674,TPIN_83793465,2024-01-21,2024-04-19,2024-05-03,,17
86232.35869633994,11097.493075498363,12021.578499334653,46199.38761732486,34177.809117990204,16,7,Self,8877.994460398691,4053.8655528257946,1.9478512517835982,1,CLM_461930,TPIN_69912395,2024-12-08,2025-03-07,2025-03-18,inflated_inputs,14
9646745.17740131,5736785.482731084,625593.5511472361,1266662.1933626994,641068.6422154632,500,11,Self,5163106.934457976,480729.1737437223,17.359709359998547,0,CLM_872291,TPIN_63846322,2024-01-19,2024-04-17,2024-05-08,,25
1578757.8842631876,266511.0682410839,209959.4905635366,213107.6359183007,3148.1453547640995,43,9,Tax Agent,239859.9614169755,45848.85330082144,15.232084847127126,0,CLM_151119,TPIN_10270153,2024-02-19,2024-05-18,2024-05-29,,50
365312.25474312727,253101.38554591328,17953.73907155424,45862.33851180768,27908.599440253438,10,18,Tax Agent,227791.24699132194,8293.348965659963,15.627729506389757,0,CLM_711297,TPIN_16926610,2024-12-07,2025-03-06,2025-03-12,,37
1141243.4755351387,664759.4450051938,76237.44488479118,146066.32651689026,69828.88163209907,57,8,Self,598283.5005046745,89860.03070021117,13.996334855483044,0,CLM_987553,TPIN_32536636,2024-03-31,2024-06-28,2024-07-16,,18
1066828.6612936074,775496.6135725693,46613.1276353661,221900.36154907037,175287.23391370426,37,11,Self,620397.2908580555,31148.37746428065,2.147542673416893,1,CLM_677780,TPIN_62264956,2024-09-04,2024-12-02,2024-12-23,carousel,28
324774.1014078653,176928.4315160105,23655.307182696768,39096.38285731282,15441.075674616051,10,18,Tax Agent,159235.58836440946,12640.48793736239,10.585701067117768,0,CLM_847320,TPIN_91318784,2024-10-22,2025-01-19,2025-01-29,,56
310325.0395493295,218677.5383856901,14663.600186182302,31847.14873041709,17183.54854423479,10,12,Self,196809.7845471211,4793.2727165857395,8.225794293281433,0,CLM_345404,TPIN_84042569,2024-02-17,2024-05-16,2024-06-14,,46
215028.69955677135,63401.548456465556,29722.548291979,23855.701550182723,0.0,10,21,Self,57061.393610819,6330.227433618043,2.4123810780408683,0,CLM_662585,TPIN_95573091,2024-09-08,2024-12-06,2024-12-14,,41
215250.0515418767,173788.4058434102,6633.863311754638,22431.396781544936,15797.533469790298,10,13,Tax Agent,156409.56525906918,1914.2084356613382,12.783787851849544,0,CLM_367544,TPIN_62075227,2024-02-06,2024-05-05,2024-05-23,,37
611825.9655196562,547434.203897567,10302.681859534272,77634.46875358427,67331.78689404999,43,18,Tax Agent,492690.7835078103,48344.991301552116,14.804155149475699,0,CLM_112666,TPIN_59583876,2024-08-04,2024-11-01,2024-11-18,,37
289723.46594737214,164333.47372165456,20062.398756114813,31925.176749667033,11862.77799355222,12,10,Tax Agent,147900.12634948912,482.6929473190785,14.132681613649222,0,CLM_433245,TPIN_46460837,2024-06-18,2024-09-15,2024-10-05,,41
164323.22056699946,118229.49168456011,7374.996621190296,20322.807061620115,12947.81044042982,10,16,Tax Agent,106406.5425161041,8115.820589674235,2.3253565450793756,0,CLM_580047,TPIN_33508102,2024-04-21,2024-07-19,2024-08-17,,49
2875169.0577996615,2303624.125500349,91447.18916789003,598035.1640223296,506587.9748544396,27,11,Self,1842899.3004002792,53847.192196617005,3.4692175495250437,1,CLM_242524,TPIN_12912219,2024-09-21,2024-12-19,2025-01-13,carousel,19
618693.9342120255,471808.9454575633,23501.598200713946,59851.392623712316,36349.79442299837,14,23,Tax Agent,424628.050911807,26383.81958777309,2.2765925132250198,0,CLM_366441,TPIN_35165043,2024-07-08,2024-10-05,2024-10-29,,21
9119069.811787892,7542770.404805607,252207.9051171656,1061513.8497617072,809305.9446445417,239,21,Tax Agent,6788493.364325047,503976.5802197181,6.136881064357132,0,CLM_542136,TPIN_33266975,2024-07-05,2024-10-02,2024-10-31,,49
1056841.4716361458,801512.9224485547,40852.56787001459,116516.69839950552,75664.13052949094,29,15,Tax Agent,721361.6302036992,22856.26375260987,10.259144112850096,0,CLM_212364,TPIN_35841045,2024-05-18,2024-08-15,2024-08-25,,35
1360736.1037834105,934011.1744797433,68275.98868858675,165282.68364171428,97006.69495312753,73,21,Tax Agent,840610.0570317691,10874.337452572687,6.2092706435385985,0,CLM_383049,TPIN_99873939,2024-09-15,2024-12-13,2024-12-21,,57
1342169.5755354383,1117778.763214024,35902.52997142628,129103.7768030253,93201.24683159903,34,19,Self,1006000.8868926216,42972.5507401477,14.649310791029631,0,CLM_212848,TPIN_61268050,2024-09-01,2024-11-29,2024-12-20,,40
1525815.1117449594,1069193.7261817392,73059.42169011522,193958.23137205638,120898.80968194116,35,9,Tax Agent,962274.3535635653,14455.406784064118,7.8575290522869405,0,CLM_275183,TPIN_31513632,2024-07-13,2024-10-10,2024-11-03,,38
1370778.9150145552,1011388.1545350371,57502.5216767229,147543.18181795537,90040.66014123247,80,28,Tax Agent,910249.3390815334,72663.41346620505,18.954289511089925,0,CLM_208417,TPIN_83513756,2024-07-11,2024-10-08,2024-10-29,,50
450571.70993697405,113976.50371763176,53855.23299509477,60413.707733632116,6558.4747385373485,11,23,Tax Agent,102578.85334586859,7800.073324854324,18.998337502491506,0,CLM_780050,TPIN_98073631,2024-07-11,2024-10-08,2024-10-15,,32
412596.0973034288,231315.8809914236,29004.834609920836,50289.84571127245,21285.011101351614,10,27,Tax Agent,208184.29289228123,20697.050145273337,10.919443219613203,0,CLM_502521,TPIN_93918726,2024-07-17,2024-10-14,2024-11-04,,47
1705632.421353786,1161200.206961447,87109.15430277426,199155.89984692656,112046.7455441523,41,11,Self,1045080.1862653022,71250.43969318728,9.822842636923854,0,CLM_941209,TPIN_88919874,2024-11-07,2025-02-04,2025-03-04,,31
389339.58490417077,326875.8527076908,9994.197151436796,52500.305868629766,42506.10871719297,6,7,Self,261500.68216615263,11846.028655174685,0.9391207081120159,1,CLM_920100,TPIN_85186368,2024-04-27,2024-07-25,2024-08-14,fake_exports,24
280529.18794037425,49792.94996488273,36917.79807607864,146865.5233725804,109947.72529650177,10,3,Self,39834.35997190619,11468.18091448563,1.4830985793129854,1,CLM_902583,TPIN_77725678,2024-09-12,2024-12-10,2025-01-02,inflated_inputs,26
386193.67190975574,318057.87878788187,10901.72689949982,44065.217689351666,33163.49078985184,13,28,Tax Agent,286252.0909090937,21005.01282411276,6.636219061691304,0,CLM_311270,TPIN_81944305,2024-11-11,2025-02-08,2025-03-06,,14
423511.79953724204,393371.41180703795,4822.462036832655,50212.70862805092,45390.24659121826,9,4,Self,314697.12944563036,17168.352418533133,1.314427007441145,1,CLM_585232,TPIN_28213529,2024-02-20,2024-05-19,2024-06-08,fake_exports,21
181447.04269608192,78097.27945104013,16535.962119206688,44684.51131343166,28148.549194224976,2,3,Self,62477.823560832105,8309.880774260935,0.7558019166933508,1,CLM_241845,TPIN_22197976,2024-08-23,2024-11-20,2024-12-18,ghost_business,23
897637.102891175,153646.76156104155,121354.12869896069,102055.0337165813,0.0,31,18,Tax Agent,138282.0854049374,5656.619882322167,5.397652602813871,0,CLM_303508,TPIN_77047128,2024-12-14,2025-03-13,2025-03-30,,47
1004831.3223330898,765971.9182838927,38217.50464787154,111954.15079467795,73736.64614680641,28,9,Tax Agent,689374.7264555034,69623.79353562703,10.92867417728131,0,CLM_924945,TPIN_26934380,2024-10-28,2025-01-25,2025-01-31,,30
175571.92550598094,148142.99657479688,4388.628628989449,18654.551664877894,14265.923035888445,10,28,Tax Agent,133328.6969173172,1331.7403964690266,19.82316428535293,0,CLM_828537,TPIN_94538772,2024-10-18,2025-01-15,2025-01-27,,34
353897.6564416118,19792.059615637267,52893.366215951835,44582.178515899584,0.0,24,14,Tax Agent,17812.85365407354,13465.164759447109,2.4836177728088353,0,CLM_823906,TPIN_10458819,2024-05-23,2024-08-20,2024-09-01,,31
1572043.5128536012,937075.9170814453,101594.81532354494,178821.2914263585,77226.47610281357,88,17,Tax Agent,843368.3253733008,26131.97902591027,5.518244006631198,0,CLM_133324,TPIN_75877073,2024-09-29,2024-12-27,2025-01-21,,26
420001.3927054726,69641.32246798744,50878.43788309806,46982.25764845607,0.0,10,27,Tax Agent,62677.1902211887,13295.130027295658,13.250525349533703,0,CLM_119477,TPIN_80665074,2024-10-09,2025-01-06,2025-01-26,,57
469659.1796546796,380483.25420366257,14268.148072162727,55878.7056507508,41610.55757858808,12,16,Tax Agent,342434.9287832963,1891.7008868299954,14.834507641203741,0,CLM_894944,TPIN_10313678,2024-08-07,2024-11-04,2024-11-22,,30
253403.60979709562,222005.30031000735,5023.729517934123,31350.17375127296,26326.444233338836,10,20,Tax Agent,199804.77027900663,15607.248280222919,12.297357272637765,0,CLM_605410,TPIN_53601011,2024-12-12,2025-03-11,2025-04-06,,18
356674.6031899199,280628.2822682787,12167.41134746259,42552.72022405979,30385.3088765972,31,8,Tax Agent,252565.45404145084,16186.461094891078,15.787247083499313,0,CLM_774659,TPIN_45758331,2024-09-14,2024-12-12,2025-01-08,,56
496836.874811528,19429.05635277912,72961.57206535191,63516.98791366813,0.0,18,18,Tax Agent,17486.15071750121,21473.94493720718,15.183946264348085,0,CLM_264486,TPIN_20082304,2024-02-24,2024-05-23,2024-06-19,,28
1204381.4458543514,882112.7301668574,51562.994509999044,250511.34073770512,198948.34622770606,40,12,Self,705690.1841334859,10758.3571144486,2.7956428539402935,1,CLM_947981,TPIN_49802705,2024-01-30,2024-04-28,2024-05-20,carousel,25
7753424.192415837,1360709.0439380556,1230937.7306973662,958094.236044954,0.0,477,11,Self,1224638.1395442502,208223.74311341005,11.37468055059348,0,CLM_364603,TPIN_72977706,2024-06-15,2024-09-12,2024-09-29,,11
1539599.9535764223,998576.6441802524,86563.72950338718,320236.79034389585,233673.06084050867,15,9,Self,798861.315344202,65328.18190458498,2.8542180391649854,1,CLM_464542,TPIN_56717378,2024-12-03,2025-03-02,2025-03-18,carousel,9
463977.2575417568,52520.09876965044,66949.62766106831,62434.23511353986,0.0,12,8,Self,47268.088892685395,31357.798392029938,17.19647664330473,0,CLM_958286,TPIN_55969430,2024-04-09,2024-07-07,2024-07-29,,59
9539662.70826637,8575472.252951315,154270.47285040884,1023483.1841123354,869212.7112619266,308,11,Self,7717925.027656184,172574.87134348767,6.490704557554075,0,CLM_461970,TPIN_24254771,2024-09-09,2024-12-07,2025-01-01,,17
571276.6358106656,335749.6264007364,37684.32150558867,70980.72207227978,33296.40056669111,14,26,Tax Agent,302174.6637606628,37106.27020689589,14.342730127149366,0,CLM_844917,TPIN_90510179,2024-08-20,2024-11-17,2024-12-15,,45
9042014.186253497,759359.1919008427,977105.9136242478,906355.5560199475,0.0,499,17,Tax Agent,683423.2727107585,96178.24694211462,15.553669111330102,0,CLM_416782,TPIN_34186320,2024-08-17,2024-11-14,2024-11-29,,21
691774.6054902006,153364.78288508998,86349.37588040213,77392.64310947311,0.0,31,28,Tax Agent,138028.304596581,27567.358376291802,6.354303906651641,0,CLM_658088,TPIN_95891267,2024-10-04,2025-01-01,2025-01-29,,45
343432.63915025804,285799.0911146482,9221.367685697573,36222.5516323173,27001.183946619727,22,27,Tax Agent,257219.1820031834,20879.234012624234,2.592447835901126,0,CLM_626025,TPIN_65992069,2024-11-18,2025-02-15,2025-03-08,,19
108108.08226922103,87276.77688268034,3333.008861846512,12112.472001316473,8779.46313946996,10,28,Tax Agent,78549.09919441231,6647.752383187789,9.903880053325413,0,CLM_241043,TPIN_23553556,2024-09-22,2024-12-20,2025-01-09,,15
294884.8027687656,150363.5158002372,23123.405914964547,31243.859054117045,8120.453139152498,12,18,Tax Agent,135327.16422021348,23978.488591609548,15.104220640331553,0,CLM_764687,TPIN_55327209,2024-11-25,2025-02-22,2025-02-28,,28
1833052.5057703285,1190444.3591338904,102817.3034618301,381274.92120022833,278457.61773839826,48,7,Self,952355.4873071123,44848.47813398508,2.0843324629750066,1,CLM_367571,TPIN_68550395,2024-07-09,2024-10-06,2024-10-23,carousel,28
419805.0015848367,63668.61095453297,57092.87058918388,46637.44362770217,0.0,10,20,Tax Agent,57301.749859079675,38495.421650700766,17.465274021992172,0,CLM_853132,TPIN_71092620,2024-07-06,2024-10-03,2024-10-12,,32
