transaction_id,claim_id,taxpayer_id,supplier_tpin,supplier_name,supplier_verified,invoice_number,invoice_date,gross_amount,vat_amount,net_amount,description,payment_method,payment_verified
PUR00010445-0004,CLM00010445,TPIN1000000445,TPIN1000000590,Supplier 0590,Yes,INV-74712,2024-01-12,166720,26675,140045,Equipment,Cash,Yes
PUR00010445-0005,CLM00010445,TPIN1000000445,TPIN1000000303,Supplier 0303,Yes,INV-210902,2023-12-07,137905,22065,115840,Raw Materials,Cheque,Yes
PUR00010445-0006,CLM00010445,TPIN1000000445,TPIN1000000768,Supplier 0768,Yes,INV-167625,2024-01-09,98769,15803,82966,Raw Materials,Cash,Yes
PUR00010445-0007,CLM00010445,TPIN1000000445,TPIN1000000332,Supplier 0332,Yes,INV-380288,2023-11-28,13525,2164,11361,Raw Materials,Cheque,Yes
PUR00010445-0008,CLM00010445,TPIN1000000445,TPIN1000000588,Supplier 0588,Yes,INV-719820,2024-01-02,12209,1954,10256,Goods for Resale,Bank Transfer,Yes
PUR00010445-0009,CLM00010445,TPIN1000000445,TPIN1000000991,Supplier 0991,Yes,INV-136366,2024-01-02,97853,15656,82197,Raw Materials,Bank Transfer,Yes
PUR00010445-0010,CLM00010445,TPIN1000000445,TPIN1000000961,Supplier 0961,Yes,INV-18937,2023-12-05,45483,7277,38206,Raw Materials,Cash,Yes
PUR00010445-0011,CLM00010445,TPIN1000000445,TPIN1000000660,Supplier 0660,Yes,INV-22387,2023-12-25,137369,21979,115390,Raw Materials,Cheque,Yes
PUR00010445-0012,CLM00010445,TPIN1000000445,TPIN1000000645,Supplier 0645,Yes,INV-766134,2024-01-29,101324,16212,85113,Goods for Resale,Cheque,Yes
PUR00010445-0013,CLM00010445,TPIN1000000445,TPIN1000000779,Supplier 0779,Yes,INV-966639,2024-02-09,115793,18527,97266,Raw Materials,Bank Transfer,Yes
PUR00010445-0014,CLM00010445,TPIN1000000445,TPIN1000000573,Supplier 0573,Yes,INV-828966,2023-12-23,190939,30550,160389,Equipment,Cash,Yes
PUR00010445-0015,CLM00010445,TPIN1000000445,TPIN1000000218,Supplier 0218,Yes,INV-162337,2024-02-17,142127,22740,119386,Goods for Resale,Bank Transfer,Yes
PUR00010445-0016,CLM00010445,TPIN1000000445,TPIN1000000616,Supplier 0616,Yes,INV-410675,2024-02-18,178255,28521,149735,Equipment,Cheque,Yes
PUR00010445-0017,CLM00010445,TPIN1000000445,TPIN1000000706,Supplier 0706,Yes,INV-998744,2024-02-05,127763,20442,107321,Equipment,Cheque,Yes
PUR00010446-0001,CLM00010446,TPIN1000000446,TPIN1000000939,Supplier 0939,Yes,INV-931838,2023-12-03,15778,2525,13254,Services,Cheque,Yes
PUR00010446-0002,CLM00010446,TPIN1000000446,TPIN1000000476,Supplier 0476,Yes,INV-70736,2023-12-22,154228,24677,129552,Raw Materials,Bank Transfer,Yes
PUR00010446-0003,CLM00010446,TPIN1000000446,TPIN1000000378,Supplier 0378,Yes,INV-41707,2023-12-19,153667,24587,129080,Equipment,Bank Transfer,Yes
PUR00010446-0004,CLM00010446,TPIN1000000446,TPIN1000000093,Supplier 0093,Yes,INV-407384,2023-11-20,52278,8364,43913,Services,Cheque,Yes
PUR00010446-0005,CLM00010446,TPIN1000000446,TPIN1000000178,Supplier 0178,Yes,INV-529260,2023-11-19,147351,23576,123775,Services,Cheque,Yes
PUR00010446-0006,CLM00010446,TPIN1000000446,TPIN1000000548,Supplier 0548,Yes,INV-969845,2023-10-18,35423,5668,29756,Raw Materials,Cash,Yes
PUR00010446-0007,CLM00010446,TPIN1000000446,TPIN1000000987,Supplier 0987,Yes,INV-248658,2024-01-01,72877,11660,61217,Raw Materials,Bank Transfer,Yes
PUR00010446-0008,CLM00010446,TPIN1000000446,TPIN1000000276,Supplier 0276,Yes,INV-77146,2023-10-20,204108,32657,171451,Goods for Resale,Bank Transfer,Yes
PUR00010446-0009,CLM00010446,TPIN1000000446,TPIN1000000608,Supplier 0608,Yes,INV-930807,2023-12-08,124322,19891,104430,Goods for Resale,Cheque,Yes
PUR00010447-0001,CLM00010447,TPIN1000000447,TPIN1000000657,Supplier 0657,Yes,INV-440759,2024-03-11,79258,12681,66577,Raw Materials,Cash,Yes
PUR00010447-0002,CLM00010447,TPIN1000000447,TPIN1000000982,Supplier 0982,Yes,INV-164979,2024-05-05,44930,7189,37741,Services,Bank Transfer,Yes
PUR00010447-0003,CLM00010447,TPIN1000000447,TPIN1000000876,Supplier 0876,Yes,INV-826764,2024-03-18,171627,27460,144167,Raw Materials,Cash,Yes
PUR00010447-0004,CLM00010447,TPIN1000000447,TPIN1000000485,Supplier 0485,Yes,INV-210973,2024-04-21,50152,8024,42128,Raw Materials,Bank Transfer,Yes
PUR00010447-0005,CLM00010447,TPIN1000000447,TPIN1000000833,Supplier 0833,Yes,INV-104294,2024-05-26,79745,12759,66985,Goods for Resale,Bank Transfer,Yes
PUR00010447-0006,CLM00010447,TPIN1000000447,TPIN1000000751,Supplier 0751,Yes,INV-741964,2024-03-15,6987,1118,5869,Raw Materials,Cash,Yes
PUR00010447-0007,CLM00010447,TPIN1000000447,TPIN1000000845,Supplier 0845,Yes,INV-77572,2024-04-01,49536,7926,41610,Goods for Resale,Cheque,Yes
PUR00010447-0008,CLM00010447,TPIN1000000447,TPIN1000000646,Supplier 0646,Yes,INV-377871,2024-04-30,29228,4676,24551,Goods for Resale,Cash,Yes
PUR00010447-0009,CLM00010447,TPIN1000000447,TPIN1000000902,Supplier 0902,Yes,INV-182639,2024-04-28,51120,8179,42941,Raw Materials,Cheque,Yes
PUR00010447-0010,CLM00010447,TPIN1000000447,TPIN1000000839,Supplier 0839,Yes,INV-948003,2024-04-25,149832,23973,125859,Equipment,Cash,Yes
PUR00010447-0011,CLM00010447,TPIN1000000447,TPIN1000000799,Supplier 0799,Yes,INV-8097,2024-03-17,188833,30213,158620,Goods for Resale,Cash,Yes
PUR00010447-0012,CLM00010447,TPIN1000000447,TPIN1000000336,Supplier 0336,Yes,INV-314268,2024-04-01,99469,15915,83554,Raw Materials,Bank Transfer,Yes
PUR00010447-0013,CLM00010447,TPIN1000000447,TPIN1000000672,Supplier 0672,Yes,INV-208944,2024-04-26,82696,13231,69465,Goods for Resale,Cheque,Yes
PUR00010447-0014,CLM00010447,TPIN1000000447,TPIN1000000023,Supplier 0023,Yes,INV-356640,2024-05-12,102152,16344,85808,Services,Bank Transfer,Yes
PUR00010448-0001,CLM00010448,TPIN1000000448,TPIN1000000049,Supplier 0049,Yes,INV-722952,2024-02-09,139611,22338,117274,Goods for Resale,Cheque,Yes
PUR00010448-0002,CLM00010448,TPIN1000000448,TPIN1000000205,Supplier 0205,Yes,INV-182799,2024-03-29,149076,23852,125223,Services,Cheque,Yes
PUR00010448-0003,CLM00010448,TPIN1000000448,TPIN1000000694,Supplier 0694,Yes,INV-83527,2024-04-01,198452,31752,166700,Services,Bank Transfer,Yes
PUR00010448-0004,CLM00010448,TPIN1000000448,TPIN1000000718,Supplier 0718,Yes,INV-654616,2024-01-03,178039,28486,149552,Services,Bank Transfer,Yes
PUR00010448-0005,CLM00010448,TPIN1000000448,TPIN1000000687,Supplier 0687,Yes,INV-962760,2024-03-29,159410,25506,133904,Services,Cash,Yes
PUR00010448-0006,CLM00010448,TPIN1000000448,TPIN1000000822,Supplier 0822,Yes,INV-54718,2024-01-10,157488,25198,132290,Raw Materials,Cash,Yes
PUR00010448-0007,CLM00010448,TPIN1000000448,TPIN1000000664,Supplier 0664,Yes,INV-247964,2024-01-25,96734,15477,81257,Goods for Resale,Cheque,Yes
PUR00010448-0008,CLM00010448,TPIN1000000448,TPIN1000000877,Supplier 0877,Yes,INV-707132,2024-02-02,18150,2904,15246,Raw Materials,Cash,Yes
PUR00010448-0009,CLM00010448,TPIN1000000448,TPIN1000000985,Supplier 0985,Yes,INV-354397,2024-02-12,44689,7150,37539,Goods for Resale,Cheque,Yes
PUR00010448-0010,CLM00010448,TPIN1000000448,TPIN1000000974,Supplier 0974,Yes,INV-863,2024-01-16,164870,26379,138490,Raw Materials,Cheque,Yes
PUR00010448-0011,CLM00010448,TPIN1000000448,TPIN1000000678,Supplier 0678,Yes,INV-68473,2024-01-09,166792,26687,140106,Raw Materials,Cash,Yes
PUR00010448-0012,CLM00010448,TPIN1000000448,TPIN1000000251,Supplier 0251,Yes,INV-285273,2024-01-29,25168,4027,21141,Equipment,Cash,Yes
PUR00010448-0013,CLM00010448,TPIN1000000448,TPIN1000000636,Supplier 0636,Yes,INV-748203,2024-01-06,158160,25306,132854,Services,Cash,Yes
PUR00010449-0001,CLM00010449,TPIN1000000449,TPIN1000000642,Supplier 0642,Yes,INV-544372,2024-02-05,83746,13399,70346,Services,Cash,Yes
PUR00010449-0002,CLM00010449,TPIN1000000449,TPIN1000000286,Supplier 0286,Yes,INV-879592,2024-03-21,192398,30784,161614,Equipment,Cash,Yes
PUR00010449-0003,CLM00010449,TPIN1000000449,TPIN1000000902,Supplier 0902,Yes,INV-399701,2024-01-22,38376,6140,32236,Services,Cash,Yes
PUR00010449-0004,CLM00010449,TPIN1000000449,TPIN1000000215,Supplier 0215,Yes,INV-956145,2024-01-14,30474,4876,25598,Equipment,Cash,Yes
PUR00010449-0005,CLM00010449,TPIN1000000449,TPIN1000000406,Supplier 0406,Yes,INV-983869,2024-01-19,80163,12826,67337,Equipment,Cheque,Yes
PUR00010449-0006,CLM00010449,TPIN1000000449,TPIN1000000616,Supplier 0616,Yes,INV-447186,2024-03-06,89340,14294,75045,Goods for Resale,Bank Transfer,Yes
PUR00010449-0007,CLM00010449,TPIN1000000449,TPIN1000000057,Supplier 0057,Yes,INV-291204,2024-01-24,141826,22692,119134,Equipment,Cash,Yes
PUR00010449-0008,CLM00010449,TPIN1000000449,TPIN1000000551,Supplier 0551,Yes,INV-196362,2024-03-09,182808,29249,153559,Equipment,Cheque,Yes
PUR00010449-0009,CLM00010449,TPIN1000000449,TPIN1000000480,Supplier 0480,Yes,INV-548673,2024-03-18,137155,21945,115211,Raw Materials,Bank Transfer,Yes
PUR00010449-0010,CLM00010449,TPIN1000000449,TPIN1000000560,Supplier 0560,Yes,INV-515767,2024-02-24,179669,28747,150922,Goods for Resale,Cash,Yes
PUR00010449-0011,CLM00010449,TPIN1000000449,TPIN1000000118,Supplier 0118,Yes,INV-953301,2024-03-05,150183,24029,126153,Raw Materials,Cheque,Yes
PUR00010450-0001,CLM00010450,TPIN1000000450,TPIN1000000050,Supplier 0050,Yes,INV-872515,2024-06-11,151230,24197,127033,Services,Cheque,Yes
PUR00010450-0002,CLM00010450,TPIN1000000450,TPIN1000000687,Supplier 0687,Yes,INV-957247,2024-07-12,28239,4518,23721,Services,Cheque,Yes
PUR00010450-0003,CLM00010450,TPIN1000000450,TPIN1000000013,Supplier 0013,Yes,INV-548406,2024-07-09,68351,10936,57415,Services,Cash,Yes
PUR00010450-0004,CLM00010450,TPIN1000000450,TPIN1000000945,Supplier 0945,Yes,INV-512928,2024-05-01,21011,3362,17649,Raw Materials,Cheque,Yes
PUR00010450-0005,CLM00010450,TPIN1000000450,TPIN1000000759,Supplier 0759,Yes,INV-281840,2024-06-01,202902,32464,170437,Goods for Resale,Bank Transfer,Yes
PUR00010450-0006,CLM00010450,TPIN1000000450,TPIN1000000801,Supplier 0801,Yes,INV-235883,2024-05-30,195538,31286,164252,Equipment,Cheque,Yes
PUR00010450-0007,CLM00010450,TPIN1000000450,TPIN1000000129,Supplier 0129,Yes,INV-55941,2024-07-03,155299,24848,130452,Equipment,Bank Transfer,Yes
PUR00010450-0008,CLM00010450,TPIN1000000450,TPIN1000000611,Supplier 0611,Yes,INV-944820,2024-06-10,59227,9476,49751,Equipment,Bank Transfer,Yes
PUR00010450-0009,CLM00010450,TPIN1000000450,TPIN1000000310,Supplier 0310,Yes,INV-505484,2024-07-24,142255,22761,119494,Services,Bank Transfer,Yes
PUR00010450-0010,CLM00010450,TPIN1000000450,TPIN1000000876,Supplier 0876,Yes,INV-665024,2024-06-08,25492,4079,21413,Services,Cash,Yes
PUR00010450-0011,CLM00010450,TPIN1000000450,TPIN1000000045,Supplier 0045,Yes,INV-824901,2024-05-30,106396,17023,89373,Raw Materials,Cash,Yes
PUR00010450-0012,CLM00010450,TPIN1000000450,TPIN1000000743,Supplier 0743,Yes,INV-325043,2024-05-16,75629,12101,63529,Raw Materials,Cheque,Yes
PUR00010450-0013,CLM00010450,TPIN1000000450,TPIN1000000726,Supplier 0726,Yes,INV-580721,2024-07-08,179952,28792,151159,Equipment,Cash,Yes
PUR00010451-0001,CLM00010451,TPIN1000000451,TPIN1000000201,Supplier 0201,Yes,INV-290397,2024-03-22,79433,12709,66724,Equipment,Cheque,Yes
PUR00010451-0002,CLM00010451,TPIN1000000451,TPIN1000000848,Supplier 0848,Yes,INV-788705,2024-03-19,85725,13716,72009,Services,Cheque,Yes
PUR00010451-0003,CLM00010451,TPIN1000000451,TPIN1000000133,Supplier 0133,Yes,INV-333113,2024-02-29,203266,32523,170744,Services,Cheque,Yes
PUR00010451-0004,CLM00010451,TPIN1000000451,TPIN1000000201,Supplier 0201,Yes,INV-990788,2024-04-30,83844,13415,70429,Services,Cash,Yes
PUR00010451-0005,CLM00010451,TPIN1000000451,TPIN1000000145,Supplier 0145,Yes,INV-462321,2024-03-05,7346,1175,6171,Raw Materials,Bank Transfer,Yes
PUR00010451-0006,CLM00010451,TPIN1000000451,TPIN1000000090,Supplier 0090,Yes,INV-785676,2024-04-17,85993,13759,72234,Equipment,Bank Transfer,Yes
PUR00010451-0007,CLM00010451,TPIN1000000451,TPIN1000000577,Supplier 0577,Yes,INV-756175,2024-02-25,83169,13307,69862,Raw Materials,Cheque,Yes
PUR00010451-0008,CLM00010451,TPIN1000000451,TPIN1000000128,Supplier 0128,Yes,INV-308789,2024-04-20,67117,10739,56378,Services,Bank Transfer,Yes
PUR00010451-0009,CLM00010451,TPIN1000000451,TPIN1000000523,Supplier 0523,Yes,INV-330934,2024-03-16,150824,24132,126693,Raw Materials,Bank Transfer,Yes
PUR00010451-0010,CLM00010451,TPIN1000000451,TPIN1000000544,Supplier 0544,Yes,INV-674126,2024-04-08,130544,20887,109657,Services,Bank Transfer,Yes
PUR00010451-0011,CLM00010451,TPIN1000000451,TPIN1000000855,Supplier 0855,Yes,INV-118825,2024-03-13,42073,6732,35342,Goods for Resale,Bank Transfer,Yes
PUR00010451-0012,CLM00010451,TPIN1000000451,TPIN1000000123,Supplier 0123,Yes,INV-512343,2024-03-24,92516,14803,77714,Services,Cheque,Yes
PUR00010451-0013,CLM00010451,TPIN1000000451,TPIN1000000067,Supplier 0067,Yes,INV-849355,2024-03-05,185570,29691,155879,Raw Materials,Cheque,Yes
PUR00010451-0014,CLM00010451,TPIN1000000451,TPIN1000000683,Supplier 0683,Yes,INV-656899,2024-03-10,58047,9287,48759,Services,Cheque,Yes
PUR00010451-0015,CLM00010451,TPIN1000000451,TPIN1000000763,Supplier 0763,Yes,INV-572478,2024-05-24,175790,28126,147664,Equipment,Bank Transfer,Yes
PUR00010451-0016,CLM00010451,TPIN1000000451,TPIN1000000761,Supplier 0761,Yes,INV-51314,2024-05-21,107503,17200,90302,Equipment,Bank Transfer,Yes
PUR00010452-0001,CLM00010452,TPIN1000000452,TPIN1000000808,Supplier 0808,Yes,INV-942942,2024-03-29,16622,2659,13962,Services,Cash,Yes
PUR00010452-0002,CLM00010452,TPIN1000000452,TPIN1000000395,Supplier 0395,Yes,INV-820498,2024-02-04,84281,13485,70796,Equipment,Bank Transfer,Yes
PUR00010452-0003,CLM00010452,TPIN1000000452,TPIN1000000946,Supplier 0946,Yes,INV-946415,2024-01-29,29702,4752,24950,Goods for Resale,Bank Transfer,Yes
PUR00010452-0004,CLM00010452,TPIN1000000452,TPIN1000000787,Supplier 0787,Yes,INV-678354,2024-03-14,145653,23304,122348,Equipment,Cash,Yes
PUR00010452-0005,CLM00010452,TPIN1000000452,TPIN1000000755,Supplier 0755,Yes,INV-16944,2024-03-06,100288,16046,84242,Goods for Resale,Cash,Yes
PUR00010452-0006,CLM00010452,TPIN1000000452,TPIN1000000208,Supplier 0208,Yes,INV-396493,2024-01-30,119578,19132,100446,Services,Cheque,Yes
PUR00010453-0001,CLM00010453,TPIN1000000453,TPIN1000000559,Supplier 0559,Yes,INV-236033,2024-03-20,112750,18040,94710,Equipment,Cheque,Yes
PUR00010453-0002,CLM00010453,TPIN1000000453,TPIN1000000361,Supplier 0361,Yes,INV-260899,2024-02-09,173314,27730,145584,Services,Cheque,Yes
PUR00010453-0003,CLM00010453,TPIN1000000453,TPIN1000000618,Supplier 0618,Yes,INV-690502,2024-03-31,47733,7637,40096,Equipment,Cheque,Yes
PUR00010453-0004,CLM00010453,TPIN1000000453,TPIN1000000280,Supplier 0280,Yes,INV-2062,2024-03-15,163551,26168,137383,Services,Bank Transfer,Yes
PUR00010453-0005,CLM00010453,TPIN1000000453,TPIN1000000407,Supplier 0407,Yes,INV-702306,2024-02-13,92155,14745,77410,Services,Cheque,Yes
PUR00010453-0006,CLM00010453,TPIN1000000453,TPIN1000000084,Supplier 0084,Yes,INV-634208,2024-02-29,50161,8026,42135,Services,Bank Transfer,Yes
PUR00010453-0007,CLM00010453,TPIN1000000453,TPIN1000000518,Supplier 0518,Yes,INV-992237,2024-01-27,128419,20547,107872,Equipment,Bank Transfer,Yes
PUR00010453-0008,CLM00010453,TPIN1000000453,TPIN1000000965,Supplier 0965,Yes,INV-624998,2024-02-25,112076,17932,94144,Goods for Resale,Bank Transfer,Yes
PUR00010453-0009,CLM00010453,TPIN1000000453,TPIN1000000496,Supplier 0496,Yes,INV-566173,2024-04-18,127464,20394,107070,Equipment,Bank Transfer,Yes
PUR00010453-0010,CLM00010453,TPIN1000000453,TPIN1000000257,Supplier 0257,Yes,INV-749693,2024-01-28,131721,21075,110646,Goods for Resale,Cheque,Yes
PUR00010453-0011,CLM00010453,TPIN1000000453,TPIN1000000498,Supplier 0498,Yes,INV-707426,2024-02-06,109116,17459,91658,Raw Materials,Bank Transfer,Yes
PUR00010453-0012,CLM00010453,TPIN1000000453,TPIN1000000367,Supplier 0367,Yes,INV-403600,2024-04-11,100533,16085,84448,Equipment,Cheque,Yes
PUR00010454-0001,CLM00010454,TPIN1000000454,TPIN1000000610,Supplier 0610,Yes,INV-379592,2024-02-10,97035,15526,81510,Raw Materials,Cheque,Yes
PUR00010454-0002,CLM00010454,TPIN1000000454,TPIN1000000571,Supplier 0571,Yes,INV-966338,2024-03-07,128595,20575,108019,Raw Materials,Bank Transfer,Yes
PUR00010454-0003,CLM00010454,TPIN1000000454,TPIN1000000849,Supplier 0849,Yes,INV-606624,2024-01-13,60975,9756,51219,Services,Cheque,Yes
PUR00010454-0004,CLM00010454,TPIN1000000454,TPIN1000000389,Supplier 0389,Yes,INV-294704,2023-12-10,190732,30517,160215,Services,Cash,Yes
PUR00010454-0005,CLM00010454,TPIN1000000454,TPIN1000000532,Supplier 0532,Yes,INV-271831,2024-01-06,89918,14387,75531,Raw Materials,Cash,Yes
PUR00010454-0006,CLM00010454,TPIN1000000454,TPIN1000000297,Supplier 0297,Yes,INV-784476,2024-02-14,153085,24494,128592,Goods for Resale,Bank Transfer,Yes
PUR00010454-0007,CLM00010454,TPIN1000000454,TPIN1000000079,Supplier 0079,Yes,INV-42569,2024-02-26,96512,15442,81070,Equipment,Bank Transfer,Yes
PUR00010454-0008,CLM00010454,TPIN1000000454,TPIN1000000531,Supplier 0531,Yes,INV-48664,2024-01-09,201994,32319,169675,Equipment,Cheque,Yes
PUR00010454-0009,CLM00010454,TPIN1000000454,TPIN1000000490,Supplier 0490,Yes,INV-217541,2024-02-25,9333,1493,7840,Equipment,Cash,Yes
PUR00010454-0010,CLM00010454,TPIN1000000454,TPIN1000000074,Supplier 0074,Yes,INV-477922,2023-12-28,50487,8078,42409,Goods for Resale,Cheque,Yes
PUR00010454-0011,CLM00010454,TPIN1000000454,TPIN1000000782,Supplier 0782,Yes,INV-266709,2024-01-14,52221,8355,43866,Services,Cash,Yes
PUR00010454-0012,CLM00010454,TPIN1000000454,TPIN1000000757,Supplier 0757,Yes,INV-140838,2023-12-27,82083,13133,68950,Services,Cash,Yes
PUR00010454-0013,CLM00010454,TPIN1000000454,TPIN1000000979,Supplier 0979,Yes,INV-731902,2024-02-09,144546,23127,121419,Equipment,Cash,Yes
PUR00010454-0014,CLM00010454,TPIN1000000454,TPIN1000000872,Supplier 0872,Yes,INV-405883,2023-12-24,90431,14469,75962,Services,Bank Transfer,Yes
PUR00010454-0015,CLM00010454,TPIN1000000454,TPIN1000000663,Supplier 0663,Yes,INV-157650,2024-03-01,32877,5260,27617,Goods for Resale,Cheque,Yes
PUR00010454-0016,CLM00010454,TPIN1000000454,TPIN1000000640,Supplier 0640,Yes,INV-774576,2024-01-03,189013,30242,158771,Raw Materials,Cash,Yes
PUR00010455-0001,CLM00010455,TPIN1000000455,TPIN1000000989,Supplier 0989,Yes,INV-649544,2024-09-12,190774,30524,160250,Equipment,Cash,Yes
PUR00010455-0002,CLM00010455,TPIN1000000455,TPIN1000000681,Supplier 0681,Yes,INV-520130,2024-09-11,61971,9915,52056,Services,Cheque,Yes
PUR00010455-0003,CLM00010455,TPIN1000000455,TPIN1000000836,Supplier 0836,Yes,INV-187284,2024-09-29,196402,31424,164978,Goods for Resale,Cash,Yes
PUR00010455-0004,CLM00010455,TPIN1000000455,TPIN1000000723,Supplier 0723,Yes,INV-529088,2024-07-08,172465,27594,144871,Goods for Resale,Cash,Yes
PUR00010455-0005,CLM00010455,TPIN1000000455,TPIN1000000979,Supplier 0979,Yes,INV-821128,2024-09-15,5420,867,4553,Raw Materials,Cheque,Yes
PUR00010455-0006,CLM00010455,TPIN1000000455,TPIN1000000178,Supplier 0178,Yes,INV-655689,2024-08-16,63701,10192,53509,Goods for Resale,Bank Transfer,Yes
PUR00010455-0007,CLM00010455,TPIN1000000455,TPIN1000000316,Supplier 0316,Yes,INV-400710,2024-08-18,11962,1914,10048,Goods for Resale,Cash,Yes
PUR00010455-0008,CLM00010455,TPIN1000000455,TPIN1000000406,Supplier 0406,Yes,INV-365960,2024-10-01,67133,10741,56392,Goods for Resale,Cheque,Yes
PUR00010455-0009,CLM00010455,TPIN1000000455,TPIN1000000690,Supplier 0690,Yes,INV-119280,2024-08-20,203279,32525,170755,Services,Cheque,Yes
PUR00010455-0010,CLM00010455,TPIN1000000455,TPIN1000000985,Supplier 0985,Yes,INV-967112,2024-09-26,196632,31461,165171,Services,Bank Transfer,Yes
PUR00010455-0011,CLM00010455,TPIN1000000455,TPIN1000000085,Supplier 0085,Yes,INV-930375,2024-09-20,6858,1097,5761,Equipment,Cheque,Yes
PUR00010455-0012,CLM00010455,TPIN1000000455,TPIN1000000387,Supplier 0387,Yes,INV-721255,2024-07-28,82085,13134,68951,Raw Materials,Cheque,Yes
PUR00010455-0013,CLM00010455,TPIN1000000455,TPIN1000000252,Supplier 0252,Yes,INV-197791,2024-08-13,136598,21856,114742,Equipment,Bank Transfer,Yes
PUR00010455-0014,CLM00010455,TPIN1000000455,TPIN1000000262,Supplier 0262,Yes,INV-388591,2024-09-21,202256,32361,169895,Goods for Resale,Cash,Yes
PUR00010455-0015,CLM00010455,TPIN1000000455,TPIN1000000162,Supplier 0162,Yes,INV-489358,2024-08-15,153814,24610,129204,Equipment,Cheque,Yes
PUR00010455-0016,CLM00010455,TPIN1000000455,TPIN1000000961,Supplier 0961,Yes,INV-487307,2024-09-17,38503,6160,32342,Services,Cheque,Yes
PUR00010455-0017,CLM00010455,TPIN1000000455,TPIN1000000882,Supplier 0882,Yes,INV-393287,2024-09-27,53681,8589,45092,Raw Materials,Cheque,Yes
PUR00010455-0018,CLM00010455,TPIN1000000455,TPIN1000000816,Supplier 0816,Yes,INV-608544,2024-10-01,116122,18579,97542,Services,Cash,Yes
PUR00010456-0001,CLM00010456,TPIN1000000456,TPIN1000000907,Supplier 0907,Yes,INV-761211,2024-02-08,173860,27818,146042,Equipment,Cash,Yes
PUR00010456-0002,CLM00010456,TPIN1000000456,TPIN1000000821,Supplier 0821,Yes,INV-938038,2024-02-24,24691,3951,20740,Equipment,Bank Transfer,Yes
PUR00010456-0003,CLM00010456,TPIN1000000456,TPIN1000000274,Supplier 0274,Yes,INV-114983,2024-03-19,167047,26727,140319,Raw Materials,Bank Transfer,Yes
PUR00010456-0004,CLM00010456,TPIN1000000456,TPIN1000000726,Supplier 0726,Yes,INV-781125,2024-02-12,149706,23953,125753,Equipment,Cheque,Yes
PUR00010456-0005,CLM00010456,TPIN1000000456,TPIN1000000032,Supplier 0032,Yes,INV-99049,2024-01-01,165159,26425,138734,Goods for Resale,Cash,Yes
PUR00010456-0006,CLM00010456,TPIN1000000456,TPIN1000000839,Supplier 0839,Yes,INV-554841,2024-02-07,176335,28214,148121,Equipment,Cheque,Yes
PUR00010456-0007,CLM00010456,TPIN1000000456,TPIN1000000935,Supplier 0935,Yes,INV-451254,2024-02-21,109405,17505,91900,Goods for Resale,Cash,Yes
PUR00010456-0008,CLM00010456,TPIN1000000456,TPIN1000000295,Supplier 0295,Yes,INV-282031,2024-01-30,56570,9051,47519,Raw Materials,Bank Transfer,Yes
PUR00010456-0009,CLM00010456,TPIN1000000456,TPIN1000000547,Supplier 0547,Yes,INV-368074,2024-03-28,173066,27691,145376,Services,Bank Transfer,Yes
PUR00010456-0010,CLM00010456,TPIN1000000456,TPIN1000000836,Supplier 0836,Yes,INV-600623,2024-02-03,189423,30308,159116,Services,Cash,Yes
PUR00010456-0011,CLM00010456,TPIN1000000456,TPIN1000000928,Supplier 0928,Yes,INV-282518,2024-01-03,100847,16135,84711,Services,Bank Transfer,Yes
PUR00010456-0012,CLM00010456,TPIN1000000456,TPIN1000000664,Supplier 0664,Yes,INV-533168,2024-03-15,134774,21564,113210,Equipment,Cheque,Yes
PUR00010456-0013,CLM00010456,TPIN1000000456,TPIN1000000101,Supplier 0101,Yes,INV-897251,2024-03-15,189544,30327,159217,Services,Cheque,Yes
PUR00010456-0014,CLM00010456,TPIN1000000456,TPIN1000000395,Supplier 0395,Yes,INV-391926,2024-02-23,145017,23203,121814,Services,Cheque,Yes
PUR00010456-0015,CLM00010456,TPIN1000000456,TPIN1000000037,Supplier 0037,Yes,INV-569219,2024-03-07,77101,12336,64765,Goods for Resale,Cheque,Yes
PUR00010456-0016,CLM00010456,TPIN1000000456,TPIN1000000698,Supplier 0698,Yes,INV-699093,2024-03-25,124784,19965,104819,Equipment,Cash,Yes
PUR00010456-0017,CLM00010456,TPIN1000000456,TPIN1000000017,Supplier 0017,Yes,INV-811592,2024-01-21,92057,14729,77328,Equipment,Cash,Yes
PUR00010457-0001,CLM00010457,TPIN1000000457,TPIN1000000154,Supplier 0154,Yes,INV-503075,2024-07-01,167996,26879,141117,Raw Materials,Bank Transfer,Yes
PUR00010457-0002,CLM00010457,TPIN1000000457,TPIN1000000729,Supplier 0729,Yes,INV-844990,2024-05-27,17737,2838,14899,Equipment,Bank Transfer,Yes
PUR00010457-0003,CLM00010457,TPIN1000000457,TPIN1000000588,Supplier 0588,Yes,INV-470408,2024-05-06,142685,22830,119856,Equipment,Cash,Yes
PUR00010457-0004,CLM00010457,TPIN1000000457,TPIN1000000665,Supplier 0665,Yes,INV-801632,2024-05-08,46281,7405,38876,Equipment,Bank Transfer,Yes
PUR00010457-0005,CLM00010457,TPIN1000000457,TPIN1000000966,Supplier 0966,Yes,INV-670086,2024-07-01,21129,3381,17748,Goods for Resale,Cash,Yes
PUR00010457-0006,CLM00010457,TPIN1000000457,TPIN1000000058,Supplier 0058,Yes,INV-908754,2024-06-29,77214,12354,64860,Equipment,Cheque,Yes
