transaction_id,claim_id,taxpayer_id,customer_name,customer_country,invoice_number,invoice_date,is_export,gross_amount,vat_amount,net_amount,export_doc_reference,payment_received
SAL00010594-0006,CLM00010594,TPIN1000000594,South Africa Buyer 5,DRC,SINV-990660,2023-12-01,Yes,50285,0,50285,EXP-670891,Yes
SAL00010594-0007,CLM00010594,TPIN1000000594,Local Customer 6,Zambia,SINV-351641,2023-11-26,No,80326,12852,67474,N/A,Yes
SAL00010594-0008,CLM00010594,TPIN1000000594,Local Customer 7,Zambia,SINV-583163,2023-11-14,No,244768,39163,205605,N/A,Yes
SAL00010594-0009,CLM00010594,TPIN1000000594,Local Customer 8,Zambia,SINV-44976,2023-11-04,No,25848,4136,21713,N/A,Yes
SAL00010594-0010,CLM00010594,TPIN1000000594,Local Customer 9,Zambia,SINV-477897,2024-01-05,No,298453,47752,250701,N/A,Yes
SAL00010594-0011,CLM00010594,TPIN1000000594,Local Customer 10,Zambia,SINV-223489,2023-10-19,No,112161,17946,94215,N/A,Yes
SAL00010594-0012,CLM00010594,TPIN1000000594,Local Customer 11,Zambia,SINV-326881,2023-11-05,No,227758,36441,191317,N/A,Yes
SAL00010594-0013,CLM00010594,TPIN1000000594,Local Customer 12,Zambia,SINV-408116,2023-11-22,No,231516,37043,194474,N/A,Yes
SAL00010594-0014,CLM00010594,TPIN1000000594,UK Buyer 13,UAE,SINV-614927,2024-01-06,Yes,62110,0,62110,EXP-715417,Yes
SAL00010594-0015,CLM00010594,TPIN1000000594,DRC Buyer 14,Malawi,SINV-983771,2024-01-02,Yes,261458,0,261458,EXP-768520,Yes
SAL00010594-0016,CLM00010594,TPIN1000000594,South Africa Buyer 15,Tanzania,SINV-633305,2023-11-12,Yes,80083,0,80083,EXP-136634,Yes
SAL00010594-0017,CLM00010594,TPIN1000000594,Malawi Buyer 16,UAE,SINV-656603,2023-11-06,Yes,110924,0,110924,EXP-903190,Yes
SAL00010594-0018,CLM00010594,TPIN1000000594,Botswana Buyer 17,China,SINV-182898,2023-11-20,Yes,72035,0,72035,EXP-727137,Yes
SAL00010594-0019,CLM00010594,TPIN1000000594,Local Customer 18,Zambia,SINV-99843,2023-11-13,No,14482,2317,12165,N/A,Yes
SAL00010594-0020,CLM00010594,TPIN1000000594,Local Customer 19,Zambia,SINV-150680,2023-11-08,No,48295,7727,40568,N/A,Yes
SAL00010594-0021,CLM00010594,TPIN1000000594,South Africa Buyer 20,DRC,SINV-432886,2023-11-04,Yes,200188,0,200188,EXP-694582,Yes
SAL00010594-0022,CLM00010594,TPIN1000000594,South Africa Buyer 21,Malawi,SINV-865534,2023-12-25,Yes,110447,0,110447,EXP-776757,Yes
SAL00010594-0023,CLM00010594,TPIN1000000594,DRC Buyer 22,UK,SINV-634318,2023-12-05,Yes,285338,0,285338,EXP-668328,Yes
SAL00010594-0024,CLM00010594,TPIN1000000594,China Buyer 23,Zimbabwe,SINV-832723,2024-01-03,Yes,242169,0,242169,EXP-734097,Yes
SAL00010595-0001,CLM00010595,TPIN1000000595,Malawi Buyer 0,Zimbabwe,SINV-562106,2024-11-10,Yes,116492,0,116492,EXP-226238,Yes
SAL00010595-0002,CLM00010595,TPIN1000000595,Malawi Buyer 1,Botswana,SINV-961124,2024-10-19,Yes,258914,0,258914,EXP-767799,Yes
SAL00010595-0003,CLM00010595,TPIN1000000595,Local Customer 2,Zambia,SINV-180133,2024-11-27,No,78416,12547,65869,N/A,Yes
SAL00010595-0004,CLM00010595,TPIN1000000595,Local Customer 3,Zambia,SINV-279586,2024-10-05,No,275681,44109,231572,N/A,Yes
SAL00010595-0005,CLM00010595,TPIN1000000595,Local Customer 4,Zambia,SINV-493772,2024-11-22,No,85036,13606,71430,N/A,Yes
SAL00010595-0006,CLM00010595,TPIN1000000595,Local Customer 5,Zambia,SINV-859482,2024-10-29,No,197872,31660,166213,N/A,Yes
SAL00010595-0007,CLM00010595,TPIN1000000595,Local Customer 6,Zambia,SINV-846842,2024-12-15,No,298575,47772,250803,N/A,Yes
SAL00010595-0008,CLM00010595,TPIN1000000595,Local Customer 7,Zambia,SINV-492859,2024-10-12,No,122593,19615,102978,N/A,Yes
SAL00010595-0009,CLM00010595,TPIN1000000595,Local Customer 8,Zambia,SINV-672712,2024-11-17,No,14547,2328,12220,N/A,Yes
SAL00010596-0001,CLM00010596,TPIN1000000596,Local Customer 0,Zambia,SINV-138841,2024-08-11,No,135167,21627,113540,N/A,Yes
SAL00010596-0002,CLM00010596,TPIN1000000596,Local Customer 1,Zambia,SINV-851645,2024-07-23,No,90449,14472,75977,N/A,Yes
SAL00010596-0003,CLM00010596,TPIN1000000596,Local Customer 2,Zambia,SINV-550884,2024-07-24,No,219652,35144,184508,N/A,Yes
SAL00010596-0004,CLM00010596,TPIN1000000596,Local Customer 3,Zambia,SINV-618254,2024-07-03,No,242230,38757,203473,N/A,Yes
SAL00010596-0005,CLM00010596,TPIN1000000596,Local Customer 4,Zambia,SINV-572249,2024-07-18,No,194313,31090,163223,N/A,Yes
SAL00010596-0006,CLM00010596,TPIN1000000596,Local Customer 5,Zambia,SINV-414179,2024-06-02,No,50223,8036,42187,N/A,Yes
SAL00010596-0007,CLM00010596,TPIN1000000596,Local Customer 6,Zambia,SINV-162732,2024-07-03,No,182481,29197,153284,N/A,Yes
SAL00010596-0008,CLM00010596,TPIN1000000596,Local Customer 7,Zambia,SINV-900195,2024-06-17,No,215511,34482,181029,N/A,Yes
SAL00010596-0009,CLM00010596,TPIN1000000596,Local Customer 8,Zambia,SINV-216163,2024-07-20,No,74037,11846,62191,N/A,Yes
SAL00010596-0010,CLM00010596,TPIN1000000596,Local Customer 9,Zambia,SINV-188906,2024-06-07,No,259775,41564,218211,N/A,Yes
SAL00010596-0011,CLM00010596,TPIN1000000596,Local Customer 10,Zambia,SINV-885070,2024-08-01,No,308395,49343,259052,N/A,Yes
SAL00010596-0012,CLM00010596,TPIN1000000596,South Africa Buyer 11,Botswana,SINV-767238,2024-05-29,Yes,157129,0,157129,EXP-993258,Yes
SAL00010596-0013,CLM00010596,TPIN1000000596,Local Customer 12,Zambia,SINV-244503,2024-07-12,No,278309,44529,233779,N/A,Yes
SAL00010596-0014,CLM00010596,TPIN1000000596,Local Customer 13,Zambia,SINV-543406,2024-06-18,No,89812,14370,75442,N/A,Yes
SAL00010596-0015,CLM00010596,TPIN1000000596,Local Customer 14,Zambia,SINV-656060,2024-05-30,No,239303,38289,201015,N/A,Yes
SAL00010596-0016,CLM00010596,TPIN1000000596,Local Customer 15,Zambia,SINV-904808,2024-07-21,No,35338,5654,29684,N/A,Yes
SAL00010596-0017,CLM00010596,TPIN1000000596,Local Customer 16,Zambia,SINV-464557,2024-07-04,No,30256,4841,25415,N/A,Yes
SAL00010596-0018,CLM00010596,TPIN1000000596,Local Customer 17,Zambia,SINV-853074,2024-07-12,No,168586,26974,141613,N/A,Yes
SAL00010596-0019,CLM00010596,TPIN1000000596,DRC Buyer 18,DRC,SINV-523005,2024-05-30,Yes,244225,0,244225,EXP-847680,Yes
SAL00010597-0001,CLM00010597,TPIN1000000597,Local Customer 0,Zambia,SINV-191257,2024-09-22,No,269414,43106,226308,N/A,Yes
SAL00010597-0002,CLM00010597,TPIN1000000597,DRC Buyer 1,UK,SINV-369771,2024-09-07,Yes,241715,0,241715,EXP-63113,Yes
SAL00010597-0003,CLM00010597,TPIN1000000597,Local Customer 2,Zambia,SINV-701583,2024-10-04,No,130269,20843,109426,N/A,Yes
SAL00010597-0004,CLM00010597,TPIN1000000597,Local Customer 3,Zambia,SINV-626261,2024-11-21,No,294400,47104,247296,N/A,Yes
SAL00010597-0005,CLM00010597,TPIN1000000597,Local Customer 4,Zambia,SINV-674126,2024-10-03,No,190744,30519,160225,N/A,Yes
SAL00010597-0006,CLM00010597,TPIN1000000597,Local Customer 5,Zambia,SINV-959774,2024-10-23,No,197118,31539,165579,N/A,Yes
SAL00010597-0007,CLM00010597,TPIN1000000597,Local Customer 6,Zambia,SINV-31590,2024-10-19,No,288443,46151,242292,N/A,Yes
SAL00010597-0008,CLM00010597,TPIN1000000597,Malawi Buyer 7,UK,SINV-915519,2024-09-05,Yes,189257,0,189257,EXP-128189,Yes
SAL00010597-0009,CLM00010597,TPIN1000000597,Local Customer 8,Zambia,SINV-192775,2024-10-28,No,155186,24830,130356,N/A,Yes
SAL00010597-0010,CLM00010597,TPIN1000000597,Local Customer 9,Zambia,SINV-759035,2024-10-02,No,58634,9381,49252,N/A,Yes
SAL00010597-0011,CLM00010597,TPIN1000000597,Botswana Buyer 10,Botswana,SINV-823663,2024-10-24,Yes,15221,0,15221,EXP-942703,Yes
SAL00010597-0012,CLM00010597,TPIN1000000597,UK Buyer 11,UAE,SINV-224534,2024-10-03,Yes,204387,0,204387,EXP-888416,Yes
SAL00010597-0013,CLM00010597,TPIN1000000597,Malawi Buyer 12,DRC,SINV-624443,2024-09-04,Yes,109910,0,109910,EXP-626711,Yes
SAL00010597-0014,CLM00010597,TPIN1000000597,China Buyer 13,Botswana,SINV-990911,2024-10-13,Yes,152019,0,152019,EXP-897285,Yes
SAL00010597-0015,CLM00010597,TPIN1000000597,Local Customer 14,Zambia,SINV-829663,2024-11-15,No,275346,44055,231290,N/A,Yes
SAL00010597-0016,CLM00010597,TPIN1000000597,Local Customer 15,Zambia,SINV-768692,2024-08-27,No,198494,31759,166735,N/A,Yes
SAL00010597-0017,CLM00010597,TPIN1000000597,Tanzania Buyer 16,Malawi,SINV-499619,2024-08-31,Yes,106439,0,106439,EXP-926996,Yes
SAL00010597-0018,CLM00010597,TPIN1000000597,Local Customer 17,Zambia,SINV-683844,2024-09-22,No,88701,14192,74509,N/A,Yes
SAL00010597-0019,CLM00010597,TPIN1000000597,Local Customer 18,Zambia,SINV-989488,2024-09-25,No,64355,10297,54058,N/A,Yes
SAL00010597-0020,CLM00010597,TPIN1000000597,Local Customer 19,Zambia,SINV-647513,2024-09-16,No,28629,4581,24048,N/A,Yes
SAL00010598-0001,CLM00010598,TPIN1000000598,Zimbabwe Buyer 0,UAE,SINV-219582,2024-01-22,Yes,134433,0,134433,EXP-591989,Yes
SAL00010598-0002,CLM00010598,TPIN1000000598,Local Customer 1,Zambia,SINV-934439,2024-01-28,No,284294,45487,238807,N/A,Yes
SAL00010598-0003,CLM00010598,TPIN1000000598,UAE Buyer 2,Tanzania,SINV-49050,2024-03-28,Yes,143443,0,143443,EXP-394461,Yes
SAL00010598-0004,CLM00010598,TPIN1000000598,Local Customer 3,Zambia,SINV-49497,2024-02-22,No,236653,37865,198789,N/A,Yes
SAL00010598-0005,CLM00010598,TPIN1000000598,Zimbabwe Buyer 4,Botswana,SINV-599861,2024-02-13,Yes,30848,0,30848,EXP-302476,Yes
SAL00010598-0006,CLM00010598,TPIN1000000598,China Buyer 5,DRC,SINV-357796,2024-03-10,Yes,86569,0,86569,EXP-46995,Yes
SAL00010598-0007,CLM00010598,TPIN1000000598,Local Customer 6,Zambia,SINV-578339,2024-03-22,No,298619,47779,250840,N/A,Yes
SAL00010598-0008,CLM00010598,TPIN1000000598,Local Customer 7,Zambia,SINV-386314,2024-03-16,No,109937,17590,92347,N/A,Yes
SAL00010598-0009,CLM00010598,TPIN1000000598,UAE Buyer 8,Botswana,SINV-726475,2024-04-04,Yes,185498,0,185498,EXP-499014,Yes
SAL00010598-0010,CLM00010598,TPIN1000000598,Local Customer 9,Zambia,SINV-692630,2024-02-24,No,280240,44838,235401,N/A,Yes
SAL00010598-0011,CLM00010598,TPIN1000000598,Local Customer 10,Zambia,SINV-989147,2024-02-13,No,153678,24588,129089,N/A,Yes
SAL00010598-0012,CLM00010598,TPIN1000000598,Local Customer 11,Zambia,SINV-101904,2024-04-09,No,97692,15631,82061,N/A,Yes
SAL00010598-0013,CLM00010598,TPIN1000000598,Local Customer 12,Zambia,SINV-901411,2024-03-28,No,180637,28902,151735,N/A,Yes
SAL00010598-0014,CLM00010598,TPIN1000000598,DRC Buyer 13,China,SINV-968980,2024-04-04,Yes,38842,0,38842,EXP-498426,Yes
SAL00010598-0015,CLM00010598,TPIN1000000598,Malawi Buyer 14,DRC,SINV-259983,2024-03-13,Yes,62234,0,62234,EXP-708644,Yes
SAL00010598-0016,CLM00010598,TPIN1000000598,China Buyer 15,UK,SINV-685659,2024-02-11,Yes,196181,0,196181,EXP-811201,Yes
SAL00010598-0017,CLM00010598,TPIN1000000598,Local Customer 16,Zambia,SINV-983210,2024-02-21,No,260153,41625,218529,N/A,Yes
SAL00010598-0018,CLM00010598,TPIN1000000598,Local Customer 17,Zambia,SINV-233073,2024-03-31,No,21922,3507,18414,N/A,Yes
SAL00010598-0019,CLM00010598,TPIN1000000598,Local Customer 18,Zambia,SINV-523358,2024-03-06,No,15424,2468,12956,N/A,Yes
SAL00010598-0020,CLM00010598,TPIN1000000598,Local Customer 19,Zambia,SINV-56073,2024-01-23,No,213517,34163,179354,N/A,Yes
SAL00010599-0001,CLM00010599,TPIN1000000599,Local Customer 0,Zambia,SINV-163375,2024-01-03,No,161646,25863,135782,N/A,Yes
SAL00010599-0002,CLM00010599,TPIN1000000599,DRC Buyer 1,Malawi,SINV-798554,2023-12-22,Yes,43038,0,43038,EXP-150138,Yes
SAL00010599-0003,CLM00010599,TPIN1000000599,Zimbabwe Buyer 2,Malawi,SINV-310088,2023-12-06,Yes,202411,0,202411,EXP-306155,Yes
SAL00010599-0004,CLM00010599,TPIN1000000599,DRC Buyer 3,China,SINV-166185,2024-01-29,Yes,90181,0,90181,EXP-115468,Yes
SAL00010599-0005,CLM00010599,TPIN1000000599,Local Customer 4,Zambia,SINV-382702,2024-02-08,No,142209,22754,119456,N/A,Yes
SAL00010599-0006,CLM00010599,TPIN1000000599,Malawi Buyer 5,China,SINV-917364,2023-12-11,Yes,234405,0,234405,EXP-444673,Yes
SAL00010599-0007,CLM00010599,TPIN1000000599,China Buyer 6,UAE,SINV-224202,2024-01-25,Yes,162794,0,162794,EXP-804125,Yes
SAL00010599-0008,CLM00010599,TPIN1000000599,UAE Buyer 7,Malawi,SINV-228311,2024-01-16,Yes,103514,0,103514,EXP-309034,Yes
SAL00010599-0009,CLM00010599,TPIN1000000599,Local Customer 8,Zambia,SINV-828915,2024-02-04,No,36562,5850,30712,N/A,Yes
SAL00010599-0010,CLM00010599,TPIN1000000599,Local Customer 9,Zambia,SINV-639653,2023-12-02,No,296784,47485,249299,N/A,Yes
SAL00010599-0011,CLM00010599,TPIN1000000599,Local Customer 10,Zambia,SINV-311479,2023-12-16,No,101596,16255,85341,N/A,Yes
SAL00010599-0012,CLM00010599,TPIN1000000599,Zimbabwe Buyer 11,UK,SINV-584549,2024-02-02,Yes,49808,0,49808,EXP-554877,Yes
SAL00010599-0013,CLM00010599,TPIN1000000599,South Africa Buyer 12,Botswana,SINV-73641,2024-01-01,Yes,118643,0,118643,EXP-235621,Yes
SAL00010599-0014,CLM00010599,TPIN1000000599,South Africa Buyer 13,DRC,SINV-522766,2024-01-04,Yes,280561,0,280561,EXP-841188,Yes
SAL00010599-0015,CLM00010599,TPIN1000000599,South Africa Buyer 14,UK,SINV-475686,2024-02-08,Yes,211406,0,211406,EXP-49487,Yes
SAL00010599-0016,CLM00010599,TPIN1000000599,Local Customer 15,Zambia,SINV-784168,2024-02-13,No,242079,38733,203346,N/A,Yes
SAL00010599-0017,CLM00010599,TPIN1000000599,Malawi Buyer 16,UAE,SINV-275272,2024-01-16,Yes,185102,0,185102,EXP-824539,Yes
SAL00010599-0018,CLM00010599,TPIN1000000599,UAE Buyer 17,DRC,SINV-557904,2023-12-11,Yes,99618,0,99618,EXP-566483,Yes
SAL00010599-0019,CLM00010599,TPIN1000000599,Local Customer 18,Zambia,SINV-910325,2023-12-10,No,124522,19923,104598,N/A,Yes
SAL00010599-0020,CLM00010599,TPIN1000000599,DRC Buyer 19,UAE,SINV-709241,2023-12-18,Yes,288593,0,288593,EXP-263554,Yes
SAL00010599-0021,CLM00010599,TPIN1000000599,South Africa Buyer 20,South Africa,SINV-699604,2024-01-07,Yes,269805,0,269805,EXP-583705,Yes
SAL00010599-0022,CLM00010599,TPIN1000000599,Botswana Buyer 21,China,SINV-869779,2023-12-13,Yes,28117,0,28117,EXP-716463,Yes
SAL00010599-0023,CLM00010599,TPIN1000000599,Local Customer 22,Zambia,SINV-165402,2024-01-27,No,242756,38841,203915,N/A,Yes
SAL00010600-0001,CLM00010600,TPIN1000000600,UAE Buyer 0,South Africa,SINV-170969,2024-02-20,Yes,248840,0,248840,EXP-826635,Yes
SAL00010600-0002,CLM00010600,TPIN1000000600,Local Customer 1,Zambia,SINV-135813,2024-02-20,No,186760,29882,156878,N/A,Yes
SAL00010600-0003,CLM00010600,TPIN1000000600,Local Customer 2,Zambia,SINV-648602,2024-01-26,No,161779,25885,135894,N/A,Yes
SAL00010600-0004,CLM00010600,TPIN1000000600,UK Buyer 3,UK,SINV-920847,2024-02-06,Yes,299140,0,299140,EXP-340732,Yes
SAL00010600-0005,CLM00010600,TPIN1000000600,Local Customer 4,Zambia,SINV-327369,2024-02-05,No,261537,41846,219691,N/A,Yes
SAL00010600-0006,CLM00010600,TPIN1000000600,Local Customer 5,Zambia,SINV-655179,2024-01-31,No,155574,24892,130682,N/A,Yes
SAL00010600-0007,CLM00010600,TPIN1000000600,Botswana Buyer 6,Malawi,SINV-642626,2024-02-11,Yes,126976,0,126976,EXP-908375,Yes
SAL00010600-0008,CLM00010600,TPIN1000000600,Botswana Buyer 7,Zimbabwe,SINV-58543,2024-03-01,Yes,47398,0,47398,EXP-55354,Yes
SAL00010600-0009,CLM00010600,TPIN1000000600,Local Customer 8,Zambia,SINV-916450,2024-02-07,No,167063,26730,140333,N/A,Yes
SAL00010600-0010,CLM00010600,TPIN1000000600,Local Customer 9,Zambia,SINV-123042,2024-01-18,No,233049,37288,195761,N/A,Yes
SAL00010600-0011,CLM00010600,TPIN1000000600,Local Customer 10,Zambia,SINV-205686,2024-02-01,No,303708,48593,255115,N/A,Yes
SAL00010600-0012,CLM00010600,TPIN1000000600,Local Customer 11,Zambia,SINV-624348,2023-12-20,No,57943,9271,48672,N/A,Yes
SAL00010600-0013,CLM00010600,TPIN1000000600,Local Customer 12,Zambia,SINV-33476,2023-12-09,No,225559,36089,189470,N/A,Yes
SAL00010600-0014,CLM00010600,TPIN1000000600,DRC Buyer 13,Tanzania,SINV-328140,2024-02-15,Yes,251530,0,251530,EXP-133948,Yes
SAL00010600-0015,CLM00010600,TPIN1000000600,South Africa Buyer 14,China,SINV-474911,2024-03-04,Yes,84990,0,84990,EXP-107161,Yes
SAL00010600-0016,CLM00010600,TPIN1000000600,Tanzania Buyer 15,South Africa,SINV-47170,2024-02-22,Yes,213691,0,213691,EXP-181746,Yes
SAL00010600-0017,CLM00010600,TPIN1000000600,Local Customer 16,Zambia,SINV-160818,2023-12-17,No,19910,3186,16725,N/A,Yes
SAL00010600-0018,CLM00010600,TPIN1000000600,Local Customer 17,Zambia,SINV-131310,2024-03-03,No,65393,10463,54930,N/A,Yes
SAL00010600-0019,CLM00010600,TPIN1000000600,Local Customer 18,Zambia,SINV-318070,2024-02-13,No,301402,48224,253178,N/A,Yes
SAL00010600-0020,CLM00010600,TPIN1000000600,Local Customer 19,Zambia,SINV-832224,2023-12-31,No,16794,2687,14107,N/A,Yes
SAL00010601-0001,CLM00010601,TPIN1000000601,Local Customer 0,Zambia,SINV-591452,2024-05-08,No,175491,28079,147412,N/A,Yes
SAL00010601-0002,CLM00010601,TPIN1000000601,Local Customer 1,Zambia,SINV-745745,2024-08-02,No,27226,4356,22870,N/A,Yes
SAL00010601-0003,CLM00010601,TPIN1000000601,Local Customer 2,Zambia,SINV-2434,2024-06-10,No,133440,21350,112089,N/A,Yes
SAL00010601-0004,CLM00010601,TPIN1000000601,Local Customer 3,Zambia,SINV-957931,2024-06-02,No,45749,7320,38430,N/A,Yes
SAL00010601-0005,CLM00010601,TPIN1000000601,Local Customer 4,Zambia,SINV-278534,2024-07-20,No,91766,14683,77084,N/A,Yes
SAL00010601-0006,CLM00010601,TPIN1000000601,South Africa Buyer 5,Botswana,SINV-506456,2024-07-04,Yes,36084,0,36084,EXP-235064,Yes
SAL00010601-0007,CLM00010601,TPIN1000000601,Local Customer 6,Zambia,SINV-977105,2024-07-07,No,186929,29909,157020,N/A,Yes
SAL00010601-0008,CLM00010601,TPIN1000000601,Local Customer 7,Zambia,SINV-16061,2024-06-14,No,43144,6903,36241,N/A,Yes
SAL00010601-0009,CLM00010601,TPIN1000000601,South Africa Buyer 8,UK,SINV-37063,2024-07-15,Yes,292923,0,292923,EXP-354822,Yes
SAL00010601-0010,CLM00010601,TPIN1000000601,South Africa Buyer 9,Malawi,SINV-613011,2024-06-30,Yes,11003,0,11003,EXP-667866,Yes
SAL00010601-0011,CLM00010601,TPIN1000000601,Local Customer 10,Zambia,SINV-569981,2024-07-16,No,258570,41371,217199,N/A,Yes
SAL00010601-0012,CLM00010601,TPIN1000000601,Local Customer 11,Zambia,SINV-426234,2024-07-12,No,71779,11485,60295,N/A,Yes
SAL00010601-0013,CLM00010601,TPIN1000000601,Local Customer 12,Zambia,SINV-358865,2024-07-09,No,125316,20051,105265,N/A,Yes
SAL00010601-0014,CLM00010601,TPIN1000000601,Botswana Buyer 13,Tanzania,SINV-290108,2024-06-25,Yes,24427,0,24427,EXP-807784,Yes
SAL00010601-0015,CLM00010601,TPIN1000000601,China Buyer 14,UAE,SINV-715810,2024-07-23,Yes,193025,0,193025,EXP-177047,Yes
SAL00010601-0016,CLM00010601,TPIN1000000601,Botswana Buyer 15,UK,SINV-332107,2024-07-25,Yes,130976,0,130976,EXP-719646,Yes
SAL00010601-0017,CLM00010601,TPIN1000000601,Tanzania Buyer 16,Botswana,SINV-622402,2024-05-08,Yes,266121,0,266121,EXP-552241,Yes
SAL00010601-0018,CLM00010601,TPIN1000000601,South Africa Buyer 17,UAE,SINV-549146,2024-07-21,Yes,250264,0,250264,EXP-772141,Yes
SAL00010602-0001,CLM00010602,TPIN1000000602,Local Customer 0,Zambia,SINV-525941,2024-09-15,No,102614,16418,86196,N/A,Yes
SAL00010602-0002,CLM00010602,TPIN1000000602,UAE Buyer 1,UK,SINV-800185,2024-09-14,Yes,60058,0,60058,EXP-120170,Yes
SAL00010602-0003,CLM00010602,TPIN1000000602,Local Customer 2,Zambia,SINV-692767,2024-10-02,No,198935,31830,167106,N/A,Yes
SAL00010602-0004,CLM00010602,TPIN1000000602,UAE Buyer 3,Malawi,SINV-934944,2024-08-28,Yes,118581,0,118581,EXP-993193,Yes
SAL00010602-0005,CLM00010602,TPIN1000000602,China Buyer 4,UAE,SINV-19602,2024-08-28,Yes,298510,0,298510,EXP-66142,Yes
SAL00010602-0006,CLM00010602,TPIN1000000602,Tanzania Buyer 5,Malawi,SINV-937062,2024-09-02,Yes,35969,0,35969,EXP-933100,Yes
SAL00010602-0007,CLM00010602,TPIN1000000602,UAE Buyer 6,Tanzania,SINV-520929,2024-10-19,Yes,180044,0,180044,EXP-31382,Yes
SAL00010602-0008,CLM00010602,TPIN1000000602,Local Customer 7,Zambia,SINV-556438,2024-11-02,No,308641,49383,259259,N/A,Yes
SAL00010602-0009,CLM00010602,TPIN1000000602,China Buyer 8,Tanzania,SINV-956596,2024-08-17,Yes,49235,0,49235,EXP-64978,Yes
SAL00010602-0010,CLM00010602,TPIN1000000602,Tanzania Buyer 9,UAE,SINV-502068,2024-08-19,Yes,156147,0,156147,EXP-527882,Yes
SAL00010602-0011,CLM00010602,TPIN1000000602,Zimbabwe Buyer 10,UK,SINV-415110,2024-09-12,Yes,213319,0,213319,EXP-802314,Yes
SAL00010602-0012,CLM00010602,TPIN1000000602,Local Customer 11,Zambia,SINV-438325,2024-10-13,No,187994,30079,157915,N/A,Yes
SAL00010602-0013,CLM00010602,TPIN1000000602,DRC Buyer 12,UK,SINV-535366,2024-08-26,Yes,140217,0,140217,EXP-540829,Yes
SAL00010602-0014,CLM00010602,TPIN1000000602,Local Customer 13,Zambia,SINV-861898,2024-10-08,No,73842,11815,62028,N/A,Yes
SAL00010602-0015,CLM00010602,TPIN1000000602,UK Buyer 14,Zimbabwe,SINV-696904,2024-09-22,Yes,152557,0,152557,EXP-4278,Yes
SAL00010602-0016,CLM00010602,TPIN1000000602,Local Customer 15,Zambia,SINV-868412,2024-08-21,No,14939,2390,12549,N/A,Yes
SAL00010602-0017,CLM00010602,TPIN1000000602,UK Buyer 16,DRC,SINV-701411,2024-10-02,Yes,41889,0,41889,EXP-611186,Yes
SAL00010602-0018,CLM00010602,TPIN1000000602,Local Customer 17,Zambia,SINV-814022,2024-09-06,No,121437,19430,102007,N/A,Yes
SAL00010602-0019,CLM00010602,TPIN1000000602,Local Customer 18,Zambia,SINV-199502,2024-11-02,No,280397,44864,235534,N/A,Yes
SAL00010602-0020,CLM00010602,TPIN1000000602,DRC Buyer 19,UAE,SINV-172863,2024-10-01,Yes,280111,0,280111,EXP-311955,Yes
SAL00010602-0021,CLM00010602,TPIN1000000602,Local Customer 20,Zambia,SINV-141706,2024-11-02,No,152406,24385,128021,N/A,Yes
SAL00010602-0022,CLM00010602,TPIN1000000602,Local Customer 21,Zambia,SINV-697368,2024-11-09,No,143605,22977,120628,N/A,Yes
SAL00010602-0023,CLM00010602,TPIN1000000602,Local Customer 22,Zambia,SINV-533866,2024-10-16,No,183637,29382,154255,N/A,Yes
SAL00010602-0024,CLM00010602,TPIN1000000602,South Africa Buyer 23,China,SINV-880792,2024-09-02,Yes,250446,0,250446,EXP-372928,Yes
SAL00010602-0025,CLM00010602,TPIN1000000602,Tanzania Buyer 24,Botswana,SINV-614342,2024-08-26,Yes,250697,0,250697,EXP-285193,Yes
SAL00010602-0026,CLM00010602,TPIN1000000602,South Africa Buyer 25,Botswana,SINV-630897,2024-10-07,Yes,58217,0,58217,EXP-283797,Yes
SAL00010602-0027,CLM00010602,TPIN1000000602,South Africa Buyer 26,Tanzania,SINV-187222,2024-11-07,Yes,146052,0,146052,EXP-77229,Yes
SAL00010603-0001,CLM00010603,TPIN1000000603,Local Customer 0,Zambia,SINV-824229,2024-08-22,No,51342,8215,43128,N/A,Yes
SAL00010603-0002,CLM00010603,TPIN1000000603,Local Customer 1,Zambia,SINV-359653,2024-08-19,No,132896,21263,111632,N/A,Yes
SAL00010603-0003,CLM00010603,TPIN1000000603,Tanzania Buyer 2,UAE,SINV-316186,2024-09-04,Yes,154750,0,154750,EXP-140397,Yes
SAL00010603-0004,CLM00010603,TPIN1000000603,Local Customer 3,Zambia,SINV-556116,2024-08-11,No,111727,17876,93851,N/A,Yes
SAL00010603-0005,CLM00010603,TPIN1000000603,UAE Buyer 4,Zimbabwe,SINV-286652,2024-07-27,Yes,119609,0,119609,EXP-316798,Yes
SAL00010603-0006,CLM00010603,TPIN1000000603,Local Customer 5,Zambia,SINV-538792,2024-06-19,No,202817,32451,170366,N/A,Yes
SAL00010603-0007,CLM00010603,TPIN1000000603,Local Customer 6,Zambia,SINV-205163,2024-07-10,No,106943,17111,89832,N/A,Yes
SAL00010603-0008,CLM00010603,TPIN1000000603,Local Customer 7,Zambia,SINV-231048,2024-07-08,No,290484,46477,244007,N/A,Yes
SAL00010603-0009,CLM00010603,TPIN1000000603,Local Customer 8,Zambia,SINV-604469,2024-08-27,No,195794,31327,164467,N/A,Yes
SAL00010603-0010,CLM00010603,TPIN1000000603,Local Customer 9,Zambia,SINV-619457,2024-07-13,No,204973,32796,172177,N/A,Yes
SAL00010603-0011,CLM00010603,TPIN1000000603,Tanzania Buyer 10,South Africa,SINV-197908,2024-07-16,Yes,201506,0,201506,EXP-809981,Yes
