claim_id,taxpayer_id,net_refund_amount,is_fraud,refund_to_output_ratio,input_output_vat_ratio,processing_days_zscore,total_claims_filed,is_first_time_claimant,is_high_value_claim,submitted_by_agent,has_few_documents,business_age_years,is_young_business,address_not_verified,bank_not_verified,is_small_business,claim_to_turnover_ratio,claim_exceeds_business_size,single_director,no_tax_agent,is_sole_proprietor,low_supplier_diversity,has_unverified_suppliers,unverified_supplier_ratio,has_unverified_payments,has_few_purchases,suspicious_purchase_pattern,has_export_sales,is_export_heavy,has_missing_export_docs,has_unpaid_sales,has_few_sales,single_export_destination,export_without_customs,large_export_customs_mismatch,has_unverified_customs,has_audit_issues,has_penalties,low_compliance_rating,never_audited,not_registered_pacra,directors_mismatch,address_mismatch_pacra,is_dormant_company,claim_exceeds_share_capital,supplier_risk_score,export_risk_score,legitimacy_risk_score,historical_risk_score
CLM00010503,TPIN1000000503,0,0,0.0,0.8931534369225809,-1.6372756820837517,1,0,0,1,0,1.5496235455167693,1,0,0,0,0.0,0,1,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0
CLM00010504,TPIN1000000504,1280,0,0.01968049939267209,1.0196651240025216,-0.6546986408553899,1,0,0,1,0,4.158795345653662,0,0,0,0,0.0004214684157166889,0,1,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,5,0,0
CLM00010505,TPIN1000000505,2339,0,0.022807941337077774,1.022798190186442,1.3860382909265923,1,0,0,1,0,1.1471594798083504,1,0,0,0,0.0004720429104967086,0,1,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLM00010506,TPIN1000000506,24,0,0.06722689075630252,1.0644257703081232,1.0837068936255578,1,1,0,1,0,3.29637234770705,0,0,0,0,1.8088129890860746e-05,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
CLM00010507,TPIN1000000507,165,0,0.07170795306388526,1.0712733594089525,-0.4657415175422434,1,0,0,0,0,9.357973990417522,0,0,0,0,0.0004255395971042675,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,5,0,0
CLM00010508,TPIN1000000508,0,0,0.0,0.8187083220907374,0.17671270172245468,1,0,0,1,0,2.8829568788501025,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CLM00010509,TPIN1000000509,1198,0,0.04882422464033908,1.0487834698618412,0.47904409902348905,1,0,0,1,0,9.637234770704996,0,0,0,0,0.00048329486069570253,0,1,0,1,0,0,0.0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0
CLM00010510,TPIN1000000510,0,0,0.0,0.8337739796145458,-0.4657415175422434,1,0,0,1,0,1.6071184120465434,1,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0
CLM00010511,TPIN1000000511,0,0,0.0,0.8704420064683873,1.6505782635649973,1,0,0,1,0,5.831622176591376,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,5,0,0
CLM00010512,TPIN1000000512,454,0,0.17994451050336902,1.1795481569560047,0.5168355236861184,1,0,0,1,0,1.4428473648186173,1,0,0,0,0.0008336072241063051,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CLM00010513,TPIN1000000513,0,0,0.0,0.8267645693057812,-0.3145758188917262,1,0,0,1,0,0.5174537987679672,1,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLM00010514,TPIN1000000514,12414,0,0.15042714328991214,1.1504150257497727,-0.050035846253321116,1,0,1,1,0,3.7180013689253935,0,0,0,0,0.003793274774997754,0,1,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLM00010515,TPIN1000000515,9619,0,0.16083939469943984,1.1608226736894909,1.612786838902368,1,1,0,0,0,2.8528405201916494,0,0,0,0,0.0029101710462940775,0,1,0,1,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,2
CLM00010516,TPIN1000000516,3400,0,0.14763352149370387,1.147590099869735,-0.2389929695664676,1,0,0,1,0,6.398357289527721,0,0,0,0,0.0042443603062430795,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,5,0,0
CLM00010517,TPIN1000000517,5655,0,0.10460018866877532,1.1045816917300186,-0.12561869557857971,1,0,0,0,0,3.5181382614647503,0,0,0,0,0.0021742582434377197,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,5,0,0
CLM00010518,TPIN1000000518,0,0,0.0,0.9236964707384007,0.44125267436085974,1,0,0,1,0,2.6091718001368926,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0
CLM00010519,TPIN1000000519,8410,0,0.04863830107166197,1.0486325176827118,-0.20120154490383832,1,0,0,0,0,4.172484599589322,0,0,0,0,0.002313683166263033,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLM00010520,TPIN1000000520,0,0,0.0,0.9518130853235685,0.856958345649782,1,0,0,1,0,9.1854893908282,0,0,0,0,0.0,0,0,0,1,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,5,0,0
CLM00010521,TPIN1000000521,0,0,0.0,0.8874287303573912,0.2522955510477133,1,0,0,1,0,2.0698151950718686,0,0,0,0,0.0,0,0,0,1,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0
CLM00010522,TPIN1000000522,0,0,0.0,0.9108853563533004,1.4238297155892214,1,0,0,1,0,5.848049281314168,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,5,0,0
CLM00010523,TPIN1000000523,314,0,0.060315021129466004,1.0601229350749135,-0.8436557641685364,1,1,0,0,0,8.982888432580424,0,0,0,0,0.0017322130953103365,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,2
CLM00010524,TPIN1000000524,8810,0,0.19216507437944422,1.1921432622257122,1.5372039895771095,1,0,0,1,0,2.2012320328542097,0,0,0,0,0.002614028461162094,0,0,0,0,0,0,0.0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLM00010525,TPIN1000000525,164,0,0.08175473579262213,1.0812562313060818,1.3104554416013336,1,0,0,1,0,3.488021902806297,0,0,0,0,6.82024414810576e-05,0,0,0,1,0,0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLM00010526,TPIN1000000526,0,0,0.0,0.8880013816329174,-1.5239014080958637,1,0,0,1,0,4.3203285420944555,0,0,0,0,0.0,0,0,0,1,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,5,0,0
CLM00010527,TPIN1000000527,0,0,0.0,0.9080862533692723,0.32787840037297183,1,0,0,1,0,3.1156741957563314,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CLM00010528,TPIN1000000528,0,0,0.0,0.8118815322935737,-0.9570300381564243,1,0,0,1,0,3.5509924709103355,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0
CLM00010529,TPIN1000000529,1870,0,0.0885290915116224,1.0884817497514558,1.3104554416013336,1,0,0,0,0,7.854893908281999,0,0,0,0,0.00044456457989954743,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CLM00010530,TPIN1000000530,3167,0,0.06384050959522658,1.0638001935171746,1.5749954142397387,1,0,0,1,0,8.59958932238193,0,0,0,0,0.00231473022100667,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0
CLM00010531,TPIN1000000531,0,0,0.0,0.826797385620915,1.4238297155892214,1,0,0,1,0,2.6584531143052703,0,0,0,0,0.0,0,0,0,1,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0
CLM00010532,TPIN1000000532,4413,0,0.08913350838214502,1.089113310442335,-1.297152860120088,1,0,0,1,0,8.454483230663929,0,0,0,0,0.0028257251766158277,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0
CLM00010533,TPIN1000000533,11342,0,0.1133508559778535,1.1133408620741347,-0.919238613493795,1,0,0,1,0,2.5845311430527036,0,0,0,0,0.0036683740680690064,0,1,0,0,0,0,0.0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0
CLM00010534,TPIN1000000534,0,0,0.0,0.929267625759674,-1.1459871614695707,1,0,0,0,0,6.135523613963039,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLM00010535,TPIN1000000535,6781,0,0.10418363113985896,1.104168267088666,1.6883696882276267,1,0,0,0,0,6.234086242299795,0,0,0,0,0.002671162591906153,0,0,0,0,0,0,0.0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0
CLM00010536,TPIN1000000536,51,0,0.009171012407840316,1.0089911886351375,1.1592897429508164,1,0,0,1,0,7.865845311430527,0,0,0,0,0.0002521245198510982,0,0,0,1,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0
CLM00010537,TPIN1000000537,0,0,0.0,0.8134773955075348,0.5168355236861184,1,0,0,0,0,5.0951403148528405,0,0,0,0,0.0,0,0,0,1,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0
CLM00010538,TPIN1000000538,0,0,0.0,0.9450694904037061,1.3482468662639628,1,0,0,1,0,4.632443531827516,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLM00010539,TPIN1000000539,0,0,0.0,0.9939102564102564,0.7057926469992648,1,0,0,1,0,8.48186173853525,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CLM00010540,TPIN1000000540,1380,0,0.031075481895154026,1.0310529634300125,0.44125267436085974,1,0,0,1,0,2.42299794661191,0,0,0,0,0.0004003657834636166,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLM00010541,TPIN1000000541,1490,0,0.07434758744573625,1.074247792026346,-1.4861099834332345,1,0,0,1,0,2.5790554414784395,0,0,0,0,0.002568057841624943,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,5,0,0
CLM00010542,TPIN1000000542,0,0,0.0,0.943177325669799,-0.2389929695664676,1,0,0,1,0,7.707049965776865,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CLM00010543,TPIN1000000543,4348,0,0.0910347137892048,1.0910137766425192,-1.410527134107976,1,0,0,1,0,4.342231348391513,0,0,0,0,0.0010035222523212223,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0
CLM00010544,TPIN1000000544,9282,0,0.15154285714285715,1.1515265306122449,-0.08782727091595041,1,1,0,1,0,5.248459958932238,0,0,0,0,0.002424939729196776,0,1,0,1,0,0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2
CLM00010545,TPIN1000000545,0,0,0.0,0.9601328903654485,-1.297152860120088,1,0,0,1,0,1.514031485284052,1,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,5,0,0
CLM00010546,TPIN1000000546,2569,0,0.09722222222222222,1.0971843778383288,-0.16341012024120902,1,0,0,1,0,2.294318959616701,0,0,0,0,0.0021214994021153885,0,0,0,0,0,0,0.0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,2,5,0,0
CLM00010547,TPIN1000000547,0,0,0.0,0.8092681218629625,-0.6546986408553899,1,0,0,0,0,2.967830253251198,0,0,0,0,0.0,0,0,0,1,0,0,0.0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLM00010548,TPIN1000000548,0,0,0.0,0.9734234028980224,-1.5616928327584931,1,0,0,0,0,1.8288843258042438,1,0,0,0,0.0,0,1,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLM00010549,TPIN1000000549,6071,0,0.1642319969701888,1.164177893199156,1.0459154689629284,1,0,0,1,0,7.342915811088296,0,0,0,0,0.0024796331890999065,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,5,0,0
CLM00010550,TPIN1000000550,0,0,0.0,0.9741630617302446,-0.4279500928796141,1,0,0,0,0,9.155373032169747,0,0,0,0,0.0,0,0,0,1,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,5,0,0
CLM00010551,TPIN1000000551,2219,0,0.00978900049849349,1.0097845890516712,0.40346124969823044,1,0,0,1,0,1.6125941136208077,1,0,0,0,0.0004580522026758175,0,0,0,1,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,5,0,0
CLM00010552,TPIN1000000552,7299,0,0.0640448550896312,1.0640273061500258,-0.4657415175422434,1,0,0,1,0,7.811088295687885,0,0,0,0,0.002891470617247173,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLM00010553,TPIN1000000553,4868,0,0.1814860381016292,1.181448756664057,1.3104554416013336,1,1,0,0,0,3.838466803559206,0,0,0,0,0.00572348332982572,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2
CLM00010554,TPIN1000000554,21688,0,0.14982660237368225,1.1498196941017174,-1.4861099834332345,1,0,1,0,0,0.7665982203969883,1,0,0,1,0.006589335351535025,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLM00010555,TPIN1000000555,0,0,0.0,0.9294797013532431,1.4238297155892214,1,1,0,1,0,6.650239561943874,0,0,0,0,0.0,0,0,0,1,0,0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2
CLM00010556,TPIN1000000556,3707,0,0.02348521324852386,1.0234788778794253,0.02554700307193748,1,1,0,0,0,3.1293634496919918,0,0,0,0,0.0009320456503740125,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2
CLM00010557,TPIN1000000557,0,0,0.0,0.8529203234583989,-0.20120154490383832,1,0,0,1,0,7.4633812457221085,0,0,0,0,0.0,0,1,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0
CLM00010558,TPIN1000000558,0,0,0.0,0.9911716938965311,0.7813754963245234,1,0,0,1,0,8.936344969199178,0,0,0,0,0.0,0,1,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0
CLM00010559,TPIN1000000559,427,0,0.028186678988712126,1.0280546570730742,-0.8436557641685364,1,0,0,1,0,7.312799452429843,0,0,0,0,0.0006092306287488372,0,0,0,1,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0
CLM00010560,TPIN1000000560,3120,0,0.031195320701894715,1.0311853222016698,0.7057926469992648,1,0,0,1,0,2.428473648186174,0,0,0,0,0.000630456122880748,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0
CLM00010561,TPIN1000000561,8111,0,0.12605486051752274,1.1260393192944285,-0.3901586682169848,1,0,0,1,0,8.848733744010952,0,0,0,0,0.0059970912887276715,0,1,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLM00010562,TPIN1000000562,5316,0,0.028962135657858892,1.028956687551076,1.49941256491448,1,0,0,1,0,7.123887748117728,0,0,0,0,0.0010867380950969428,0,1,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,5,0,0
CLM00010563,TPIN1000000563,0,0,0.0,0.8032809014765342,-0.2767843942290969,1,0,0,0,0,2.0424366872005475,0,0,0,1,0.0,0,0,0,1,0,0,0.0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0
CLM00010564,TPIN1000000564,0,0,0.0,0.9164150108676835,-1.410527134107976,1,0,0,1,0,4.114989733059549,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLM00010565,TPIN1000000565,1830,0,0.0855180148605075,1.085471283704846,0.36566982503560114,1,0,0,1,0,8.92539356605065,0,0,0,0,0.0023927448837099837,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,5,0,0
CLM00010566,TPIN1000000566,0,0,0.0,0.8084682748048562,0.9325411949750406,1,0,0,1,0,4.818617385352498,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0
CLM00010567,TPIN1000000567,0,0,0.0,0.8631625489040141,-1.4861099834332345,1,0,0,1,0,0.8158795345653662,1,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CLM00010568,TPIN1000000568,0,0,0.0,0.8632903413498836,0.10112985239719607,1,0,0,0,0,6.1711156741957565,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0
CLM00010569,TPIN1000000569,0,0,0.0,0.8652306304274275,0.856958345649782,1,0,0,0,0,5.919233401779603,0,0,0,0,0.0,0,0,0,1,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0
CLM00010570,TPIN1000000570,0,0,0.0,0.9032288789408515,0.5924183730113769,1,0,0,1,0,8.687200547570157,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,5,0,0
CLM00010571,TPIN1000000571,4451,0,0.09166357757733021,1.0916429836484205,-0.2389929695664676,1,0,0,1,0,7.613963039014374,0,0,0,0,0.00279457284034331,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0
CLM00010572,TPIN1000000572,4727,0,0.1586987175182972,1.1586315718794065,-0.050035846253321116,1,0,0,1,0,6.548939082819986,0,0,0,0,0.0031864780620389143,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0
CLM00010573,TPIN1000000573,0,0,0.0,0.9393687547111463,-0.7680729148432778,1,0,0,1,0,4.361396303901437,0,0,0,0,0.0,0,0,0,1,0,0,0.0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CLM00010574,TPIN1000000574,563,0,0.1678592725104353,1.1675611210494932,-1.1459871614695707,1,0,0,1,0,5.886379192334018,0,0,0,0,0.0011234833971902937,0,1,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLM00010575,TPIN1000000575,12863,0,0.11821415114280726,1.1181957706481882,0.32787840037297183,1,0,1,1,0,5.0513347022587265,0,0,0,0,0.004296590685520493,0,1,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0
CLM00010576,TPIN1000000576,27,0,0.009259259259259259,1.0089163237311385,-0.5791157915301313,1,0,0,1,0,8.030116358658454,0,0,0,0,1.0356215455309095e-05,0,0,0,1,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,5,0,0
CLM00010577,TPIN1000000577,5032,0,0.12492552135054617,1.1249006951340617,-0.01224442159069182,1,0,0,0,0,2.9815195071868583,0,0,0,0,0.001744930183720481,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,5,0,0
CLM00010578,TPIN1000000578,0,0,0.0,0.9775578864041163,-0.6169072161927606,1,0,0,1,0,4.6242299794661195,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0
CLM00010579,TPIN1000000579,2076,0,0.03902842532711686,1.0389908256880733,0.7813754963245234,1,0,0,0,0,2.291581108829569,0,0,0,0,0.0017393737751700204,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0
CLM00010580,TPIN1000000580,0,0,0.0,0.863250946169293,1.121498318288187,1,0,0,0,0,5.152635181382615,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0
CLM00010581,TPIN1000000581,0,0,0.0,0.9497800282227941,1.234872592276075,1,0,0,0,0,6.283367556468172,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,5,0,0
CLM00010582,TPIN1000000582,7365,0,0.055908542278700096,1.0559009511663744,0.7057926469992648,1,0,0,1,0,6.973305954825462,0,0,0,0,0.0015896923184513093,0,1,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CLM00010583,TPIN1000000583,0,0,0.0,0.9316781619151769,-0.8436557641685364,1,1,0,1,0,6.184804928131417,0,0,0,0,0.0,0,1,0,1,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,2
CLM00010584,TPIN1000000584,2602,0,0.14815236576894608,1.148095427888174,-1.297152860120088,1,0,0,1,0,7.7782340862423,0,0,0,0,0.0036103337130520084,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0
CLM00010585,TPIN1000000585,285,0,0.02929386370644465,1.029088292733066,-1.1459871614695707,1,0,0,1,0,1.8590006844626967,1,0,0,0,0.00011047787690206078,0,1,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLM00010586,TPIN1000000586,0,0,0.0,0.8576574635886021,1.4238297155892214,1,1,0,1,0,8.8870636550308,0,0,0,0,0.0,0,0,0,1,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,5,0,2
CLM00010587,TPIN1000000587,0,0,0.0,0.9927623058954529,-0.6924900655180192,1,0,0,1,0,2.9075975359342916,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0
CLM00010588,TPIN1000000588,15131,0,0.13538106400873254,1.1353721167439115,-0.16341012024120902,1,0,1,1,0,5.1854893908282,0,0,0,1,0.006042847466724602,0,0,0,0,0,0,0.0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0
CLM00010589,TPIN1000000589,0,0,0.0,0.9276863917966246,0.10112985239719607,1,0,0,1,0,6.190280629705681,0,0,0,0,0.0,0,1,0,1,0,0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CLM00010590,TPIN1000000590,0,0,0.0,0.8612762011886486,1.1592897429508164,1,0,0,1,0,1.6563997262149213,1,0,0,1,0.0,0,0,0,1,0,0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLM00010591,TPIN1000000591,0,0,0.0,0.9252026529108327,-0.5791157915301313,1,0,0,0,0,2.425735797399042,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLM00010592,TPIN1000000592,483,0,0.06331104994101455,1.0630488923843229,0.856958345649782,1,0,0,0,0,7.915126625598905,0,0,0,0,0.00018082999846126026,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CLM00010593,TPIN1000000593,27,0,0.022443890274314215,1.0207813798836243,0.02554700307193748,1,0,0,1,0,5.2648870636550305,0,0,0,0,0.00026350461133069827,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0
CLM00010594,TPIN1000000594,0,0,0.0,0.9204453510501305,1.6505782635649973,1,0,0,0,0,2.6036960985626285,0,0,0,0,0.0,0,0,0,1,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0
CLM00010595,TPIN1000000595,0,0,0.0,0.8030084428769905,1.4616211402518509,1,0,0,1,0,1.0787132101300478,1,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
