claim_id,taxpayer_id,claim_date,refund_period_start,refund_period_end,input_vat_claimed,output_vat_paid,net_refund_amount,claim_status,processing_days,submitted_by,supporting_docs_count,previous_refunds_count,sector
CLM00010404,TPIN1000000404,2024-07-23,2024-03-31,2024-06-29,97966,84182,13784,Under Review,50,Tax Agent,18,0,Wholesale
CLM00010405,TPIN1000000405,2024-04-23,2023-12-31,2024-03-30,1033,1209,0,Query Raised,14,Tax Agent,13,6,Retail
CLM00010406,TPIN1000000406,2024-09-01,2024-05-31,2024-08-30,11733,11700,32,Pending,58,Tax Agent,5,4,Healthcare
CLM00010407,TPIN1000000407,2024-06-11,2024-02-29,2024-05-30,47880,57016,0,Query Raised,57,Tax Agent,12,6,Construction
CLM00010408,TPIN1000000408,2024-02-29,2023-11-30,2024-02-28,61536,73531,0,Approved,70,Taxpayer,16,2,Education
CLM00010409,TPIN1000000409,2024-07-08,2024-03-31,2024-06-29,66540,70421,0,Pending,50,Taxpayer,16,8,Education
CLM00010410,TPIN1000000410,2024-09-17,2024-05-31,2024-08-30,198356,172382,25974,Approved,43,Taxpayer,16,1,Import/Export
CLM00010411,TPIN1000000411,2024-06-22,2024-02-29,2024-05-30,88429,81333,7096,Query Raised,53,Taxpayer,10,1,Education
CLM00010412,TPIN1000000412,2024-06-25,2024-02-29,2024-05-30,29904,28225,1679,Under Review,52,Tax Agent,5,7,ICT
CLM00010413,TPIN1000000413,2024-05-16,2024-01-31,2024-04-29,21996,22221,0,Query Raised,86,Taxpayer,6,2,Healthcare
CLM00010414,TPIN1000000414,2024-06-22,2024-02-29,2024-05-30,15266,13282,1984,Approved,4,Tax Agent,17,9,Wholesale
CLM00010415,TPIN1000000415,2024-02-15,2023-10-31,2024-01-30,29679,31509,0,Pending,28,Tax Agent,17,6,Real Estate
CLM00010416,TPIN1000000416,2024-11-08,2024-07-31,2024-10-30,90529,83014,7515,Pending,6,Tax Agent,13,9,Education
CLM00010417,TPIN1000000417,2024-12-23,2024-08-31,2024-11-29,60397,72878,0,Pending,48,Tax Agent,17,3,Education
CLM00010418,TPIN1000000418,2024-08-20,2024-04-30,2024-07-30,21726,22076,0,Pending,48,Taxpayer,5,5,Education
CLM00010419,TPIN1000000419,2024-07-19,2024-03-31,2024-06-29,87071,82806,4264,Approved,7,Tax Agent,7,5,Hospitality
CLM00010420,TPIN1000000420,2024-10-17,2024-06-30,2024-09-29,113357,123879,0,Pending,25,Taxpayer,9,7,Transport
CLM00010421,TPIN1000000421,2024-08-17,2024-04-30,2024-07-30,155423,140833,14590,Pending,37,Tax Agent,9,8,Mining
CLM00010422,TPIN1000000422,2024-02-01,2023-10-31,2024-01-30,122906,124623,0,Approved,86,Tax Agent,19,4,Mining
CLM00010423,TPIN1000000423,2024-08-08,2024-04-30,2024-07-30,372,338,34,Query Raised,18,Tax Agent,18,8,Manufacturing
CLM00010424,TPIN1000000424,2024-11-15,2024-07-31,2024-10-30,34571,33711,860,Under Review,89,Taxpayer,5,0,Hospitality
CLM00010425,TPIN1000000425,2024-08-20,2024-04-30,2024-07-30,14603,15820,0,Query Raised,34,Taxpayer,19,0,Real Estate
CLM00010426,TPIN1000000426,2024-11-07,2024-07-31,2024-10-30,255726,216758,38969,Under Review,51,Tax Agent,19,5,Agriculture
CLM00010427,TPIN1000000427,2024-12-02,2024-08-31,2024-11-29,115626,133626,0,Approved,90,Tax Agent,10,3,Manufacturing
CLM00010428,TPIN1000000428,2024-04-03,2023-12-31,2024-03-30,17620,17650,0,Query Raised,19,Tax Agent,17,0,Wholesale
CLM00010429,TPIN1000000429,2024-11-21,2024-07-31,2024-10-30,68540,75040,0,Approved,17,Tax Agent,12,2,Transport
CLM00010430,TPIN1000000430,2024-09-07,2024-05-31,2024-08-30,10718,10580,137,Under Review,36,Tax Agent,17,8,Agriculture
CLM00010431,TPIN1000000431,2024-03-31,2023-12-31,2024-03-30,14527,16880,0,Under Review,67,Tax Agent,11,1,Mining
CLM00010432,TPIN1000000432,2024-05-10,2024-01-31,2024-04-29,16964,17354,0,Approved,55,Taxpayer,11,1,ICT
CLM00010433,TPIN1000000433,2024-02-25,2023-10-31,2024-01-30,33307,31494,1814,Pending,89,Tax Agent,12,5,ICT
CLM00010434,TPIN1000000434,2024-12-08,2024-08-31,2024-11-29,129205,117479,11726,Under Review,54,Tax Agent,15,9,Mining
CLM00010435,TPIN1000000435,2024-02-11,2023-10-31,2024-01-30,64320,77048,0,Approved,25,Taxpayer,10,6,Professional Services
CLM00010436,TPIN1000000436,2024-02-22,2023-10-31,2024-01-30,14542,13472,1070,Approved,40,Tax Agent,10,3,Real Estate
CLM00010437,TPIN1000000437,2024-10-25,2024-06-30,2024-09-29,72709,79633,0,Approved,56,Tax Agent,6,7,Hospitality
CLM00010438,TPIN1000000438,2024-01-21,2023-09-30,2023-12-30,57615,71352,0,Approved,27,Taxpayer,11,8,Real Estate
CLM00010439,TPIN1000000439,2024-06-30,2024-03-31,2024-06-29,40004,41280,0,Query Raised,57,Tax Agent,5,2,Mining
CLM00010440,TPIN1000000440,2024-02-21,2023-10-31,2024-01-30,20166,24111,0,Query Raised,18,Tax Agent,9,3,Mining
CLM00010441,TPIN1000000441,2024-08-22,2024-04-30,2024-07-30,46878,56792,0,Query Raised,26,Tax Agent,8,8,Real Estate
CLM00010442,TPIN1000000442,2024-06-06,2024-02-29,2024-05-30,5539,5288,250,Under Review,28,Tax Agent,18,2,ICT
CLM00010443,TPIN1000000443,2024-09-14,2024-05-31,2024-08-30,5192,5931,0,Pending,5,Tax Agent,6,9,Wholesale
CLM00010444,TPIN1000000444,2024-09-19,2024-05-31,2024-08-30,115,126,0,Approved,7,Tax Agent,18,9,Mining
CLM00010445,TPIN1000000445,2024-02-19,2023-10-31,2024-01-30,30437,33602,0,Pending,55,Tax Agent,12,1,Retail
CLM00010446,TPIN1000000446,2024-01-12,2023-09-30,2023-12-30,77166,66004,11162,Query Raised,74,Taxpayer,16,8,Construction
CLM00010447,TPIN1000000447,2024-06-01,2024-02-29,2024-05-30,27501,23935,3565,Query Raised,42,Tax Agent,12,3,Agriculture
CLM00010448,TPIN1000000448,2024-04-01,2023-12-31,2024-03-30,105961,109908,0,Under Review,66,Tax Agent,8,1,Agriculture
CLM00010449,TPIN1000000449,2024-04-10,2023-12-31,2024-03-30,98037,102080,0,Query Raised,64,Tax Agent,14,1,Construction
CLM00010450,TPIN1000000450,2024-07-25,2024-03-31,2024-06-29,7774,7804,0,Pending,33,Taxpayer,7,4,Transport
CLM00010451,TPIN1000000451,2024-05-24,2024-01-31,2024-04-29,2583,2776,0,Under Review,87,Tax Agent,8,0,Education
CLM00010452,TPIN1000000452,2024-04-20,2023-12-31,2024-03-30,93961,84746,9214,Query Raised,43,Tax Agent,8,4,ICT
CLM00010453,TPIN1000000453,2024-04-18,2023-12-31,2024-03-30,207072,176134,30938,Approved,88,Tax Agent,11,5,Education
CLM00010454,TPIN1000000454,2024-03-08,2023-11-30,2024-02-28,33590,29289,4301,Approved,27,Tax Agent,17,4,Import/Export
CLM00010455,TPIN1000000455,2024-10-04,2024-06-30,2024-09-29,11954,11019,934,Pending,60,Tax Agent,15,4,Real Estate
CLM00010456,TPIN1000000456,2024-03-30,2023-11-30,2024-02-28,7107,6528,580,Query Raised,40,Tax Agent,15,4,Wholesale
CLM00010457,TPIN1000000457,2024-07-04,2024-03-31,2024-06-29,84117,92200,0,Approved,36,Taxpayer,9,7,Transport
CLM00010458,TPIN1000000458,2024-08-16,2024-04-30,2024-07-30,23729,22508,1221,Approved,45,Tax Agent,16,7,Import/Export
CLM00010459,TPIN1000000459,2024-03-07,2023-11-30,2024-02-28,37153,41096,0,Query Raised,4,Tax Agent,16,3,Real Estate
CLM00010460,TPIN1000000460,2024-07-02,2024-03-31,2024-06-29,6347,5541,806,Approved,59,Tax Agent,12,4,Education
CLM00010461,TPIN1000000461,2024-12-05,2024-08-31,2024-11-29,53456,47724,5732,Query Raised,76,Tax Agent,13,7,Agriculture
CLM00010462,TPIN1000000462,2024-10-17,2024-06-30,2024-09-29,21570,23766,0,Pending,3,Tax Agent,10,9,ICT
CLM00010463,TPIN1000000463,2024-07-07,2024-03-31,2024-06-29,146219,156363,0,Pending,21,Tax Agent,11,6,Construction
CLM00010464,TPIN1000000464,2024-07-05,2024-03-31,2024-06-29,96299,109640,0,Under Review,73,Tax Agent,5,4,ICT
CLM00010465,TPIN1000000465,2024-11-01,2024-07-31,2024-10-30,72718,79080,0,Pending,81,Tax Agent,17,6,Import/Export
CLM00010466,TPIN1000000466,2024-08-02,2024-04-30,2024-07-30,28816,24619,4197,Approved,4,Tax Agent,9,2,Healthcare
CLM00010467,TPIN1000000467,2024-04-22,2023-12-31,2024-03-30,13997,14299,0,Under Review,74,Tax Agent,10,7,Mining
CLM00010468,TPIN1000000468,2024-06-14,2024-02-29,2024-05-30,30523,26823,3699,Under Review,32,Taxpayer,8,8,Mining
CLM00010469,TPIN1000000469,2024-12-17,2024-08-31,2024-11-29,46996,41691,5304,Under Review,1,Taxpayer,9,8,Education
CLM00010470,TPIN1000000470,2024-08-18,2024-04-30,2024-07-30,28282,27275,1007,Query Raised,1,Tax Agent,5,7,Healthcare
CLM00010471,TPIN1000000471,2024-06-21,2024-02-29,2024-05-30,117784,103729,14055,Under Review,78,Tax Agent,6,2,Construction
CLM00010472,TPIN1000000472,2024-10-22,2024-06-30,2024-09-29,188401,216600,0,Under Review,85,Taxpayer,5,8,Wholesale
CLM00010473,TPIN1000000473,2024-11-19,2024-07-31,2024-10-30,59059,68261,0,Query Raised,82,Taxpayer,19,4,Real Estate
CLM00010474,TPIN1000000474,2024-03-15,2023-11-30,2024-02-28,53734,46730,7005,Approved,54,Taxpayer,8,5,Wholesale
CLM00010475,TPIN1000000475,2024-09-20,2024-05-31,2024-08-30,12872,13068,0,Under Review,82,Tax Agent,17,9,Transport
CLM00010476,TPIN1000000476,2024-11-05,2024-07-31,2024-10-30,13461,14144,0,Under Review,31,Taxpayer,11,7,Construction
CLM00010477,TPIN1000000477,2024-09-08,2024-05-31,2024-08-30,1684,1527,157,Under Review,10,Taxpayer,9,2,Retail
CLM00010478,TPIN1000000478,2024-12-26,2024-08-31,2024-11-29,198661,172531,26131,Under Review,14,Tax Agent,14,8,Healthcare
CLM00010479,TPIN1000000479,2024-06-30,2024-03-31,2024-06-29,44,46,0,Under Review,57,Taxpayer,16,6,Agriculture
CLM00010480,TPIN1000000480,2024-02-10,2023-10-31,2024-01-30,25407,22992,2415,Approved,28,Tax Agent,10,9,Hospitality
CLM00010481,TPIN1000000481,2024-02-16,2023-10-31,2024-01-30,2122,2458,0,Under Review,83,Taxpayer,11,0,Manufacturing
CLM00010482,TPIN1000000482,2024-03-16,2023-11-30,2024-02-28,53289,47007,6282,Pending,83,Tax Agent,12,9,Real Estate
CLM00010483,TPIN1000000483,2024-05-17,2024-01-31,2024-04-29,147248,130305,16943,Approved,65,Tax Agent,14,9,Wholesale
CLM00010484,TPIN1000000484,2024-02-20,2023-10-31,2024-01-30,151050,160030,0,Under Review,9,Tax Agent,5,8,Manufacturing
CLM00010485,TPIN1000000485,2024-02-02,2023-10-31,2024-01-30,30102,34373,0,Approved,70,Taxpayer,19,2,Wholesale
CLM00010486,TPIN1000000486,2024-09-14,2024-05-31,2024-08-30,176857,183253,0,Pending,51,Taxpayer,14,0,Import/Export
CLM00010487,TPIN1000000487,2024-06-15,2024-02-29,2024-05-30,27047,32346,0,Under Review,81,Tax Agent,16,6,Agriculture
CLM00010488,TPIN1000000488,2024-06-14,2024-02-29,2024-05-30,5245,4708,537,Approved,12,Taxpayer,13,4,Professional Services
CLM00010489,TPIN1000000489,2024-01-12,2023-09-30,2023-12-30,188631,177095,11536,Pending,53,Tax Agent,12,2,Transport
CLM00010490,TPIN1000000490,2024-04-24,2023-12-31,2024-03-30,17424,15810,1614,Query Raised,60,Taxpayer,11,8,Retail
CLM00010491,TPIN1000000491,2024-08-11,2024-04-30,2024-07-30,825,758,67,Under Review,12,Tax Agent,16,8,Healthcare
CLM00010492,TPIN1000000492,2024-11-07,2024-07-31,2024-10-30,64799,55568,9232,Query Raised,47,Tax Agent,14,4,Transport
CLM00010493,TPIN1000000493,2024-02-18,2023-10-31,2024-01-30,15466,17741,0,Pending,8,Tax Agent,6,7,Construction
CLM00010494,TPIN1000000494,2024-12-20,2024-08-31,2024-11-29,2864,2971,0,Approved,16,Taxpayer,17,5,Retail
CLM00010495,TPIN1000000495,2024-08-12,2024-04-30,2024-07-30,13234,15097,0,Approved,33,Tax Agent,13,4,Construction
CLM00010496,TPIN1000000496,2024-07-30,2024-03-31,2024-06-29,247107,230783,16324,Pending,28,Tax Agent,8,8,Retail
CLM00010497,TPIN1000000497,2024-04-11,2023-12-31,2024-03-30,69465,73325,0,Under Review,69,Taxpayer,16,3,Wholesale
CLM00010498,TPIN1000000498,2024-06-10,2024-02-29,2024-05-30,1593,1714,0,Query Raised,90,Tax Agent,19,7,Retail
CLM00010499,TPIN1000000499,2024-01-11,2023-09-30,2023-12-30,38766,45806,0,Approved,76,Tax Agent,13,4,Hospitality
CLM00010500,TPIN1000000500,2024-02-12,2023-10-31,2024-01-30,9548,9194,354,Under Review,75,Tax Agent,11,3,Education
CLM00010501,TPIN1000000501,2024-06-09,2024-02-29,2024-05-30,13796,13995,0,Query Raised,27,Tax Agent,5,5,Wholesale
CLM00010502,TPIN1000000502,2024-10-06,2024-06-30,2024-09-29,135305,138042,0,Query Raised,41,Tax Agent,16,1,Import/Export
CLM00010503,TPIN1000000503,2024-05-06,2024-01-31,2024-04-29,144046,161277,0,Query Raised,1,Tax Agent,16,5,Healthcare
CLM00010504,TPIN1000000504,2024-05-05,2024-01-31,2024-04-29,66318,65038,1280,Pending,27,Tax Agent,19,1,Retail
CLM00010505,TPIN1000000505,2024-05-22,2024-01-31,2024-04-29,104890,102551,2339,Query Raised,81,Tax Agent,7,1,Hospitality
CLM00010506,TPIN1000000506,2024-02-04,2023-10-31,2024-01-30,380,356,24,Under Review,73,Tax Agent,12,0,Real Estate
CLM00010507,TPIN1000000507,2024-09-18,2024-05-31,2024-08-30,2465,2300,165,Pending,32,Taxpayer,7,6,Manufacturing
CLM00010508,TPIN1000000508,2024-12-23,2024-08-31,2024-11-29,84959,103771,0,Query Raised,49,Tax Agent,18,1,Wholesale
CLM00010509,TPIN1000000509,2024-10-20,2024-06-30,2024-09-29,25734,24536,1198,Approved,57,Tax Agent,17,3,Agriculture
CLM00010510,TPIN1000000510,2024-10-02,2024-06-30,2024-09-29,93662,112334,0,Query Raised,32,Tax Agent,11,9,Manufacturing
CLM00010511,TPIN1000000511,2024-08-13,2024-04-30,2024-07-30,13726,15768,0,Pending,88,Tax Agent,18,6,Transport
CLM00010512,TPIN1000000512,2024-11-19,2024-07-31,2024-10-30,2976,2522,454,Approved,58,Tax Agent,13,5,Hospitality
CLM00010513,TPIN1000000513,2024-03-25,2023-11-30,2024-02-28,28487,34455,0,Query Raised,36,Tax Agent,9,4,Import/Export
CLM00010514,TPIN1000000514,2024-01-04,2023-09-30,2023-12-30,94938,82524,12414,Under Review,43,Tax Agent,12,9,Manufacturing
CLM00010515,TPIN1000000515,2024-10-06,2024-06-30,2024-09-29,69423,59804,9619,Under Review,87,Taxpayer,11,0,Manufacturing
CLM00010516,TPIN1000000516,2024-03-25,2023-11-30,2024-02-28,26429,23029,3400,Pending,38,Tax Agent,17,4,Wholesale
CLM00010517,TPIN1000000517,2024-12-20,2024-08-31,2024-11-29,59717,54062,5655,Under Review,41,Taxpayer,8,7,Hospitality
CLM00010518,TPIN1000000518,2024-12-04,2024-08-31,2024-11-29,72367,78344,0,Query Raised,56,Tax Agent,9,9,Professional Services
CLM00010519,TPIN1000000519,2024-08-22,2024-04-30,2024-07-30,181318,172908,8410,Query Raised,39,Taxpayer,15,7,Import/Export
CLM00010520,TPIN1000000520,2024-11-06,2024-07-31,2024-10-30,29372,30858,0,Query Raised,67,Tax Agent,6,7,Transport
CLM00010521,TPIN1000000521,2024-09-10,2024-05-31,2024-08-30,12763,14381,0,Pending,51,Tax Agent,11,8,Construction
CLM00010522,TPIN1000000522,2024-01-26,2023-09-30,2023-12-30,17305,18997,0,Pending,82,Tax Agent,8,7,Agriculture
CLM00010523,TPIN1000000523,2024-09-07,2024-05-31,2024-08-30,5519,5205,314,Query Raised,22,Taxpayer,19,0,Construction
CLM00010524,TPIN1000000524,2024-05-02,2024-01-31,2024-04-29,54655,45845,8810,Pending,85,Tax Agent,11,1,Manufacturing
CLM00010525,TPIN1000000525,2024-09-07,2024-05-31,2024-08-30,2169,2005,164,Pending,79,Tax Agent,10,9,Manufacturing
CLM00010526,TPIN1000000526,2024-02-03,2023-10-31,2024-01-30,20567,23160,0,Approved,4,Tax Agent,7,4,Hospitality
CLM00010527,TPIN1000000527,2024-06-11,2024-02-29,2024-05-30,6738,7419,0,Under Review,53,Tax Agent,19,2,Import/Export
CLM00010528,TPIN1000000528,2024-10-07,2024-06-30,2024-09-29,70067,86301,0,Pending,19,Tax Agent,16,6,Retail
CLM00010529,TPIN1000000529,2024-08-03,2024-04-30,2024-07-30,22992,21122,1870,Pending,79,Taxpayer,7,8,Wholesale
CLM00010530,TPIN1000000530,2024-10-13,2024-06-30,2024-09-29,52773,49607,3167,Query Raised,86,Tax Agent,15,2,Transport
CLM00010531,TPIN1000000531,2024-07-03,2024-03-31,2024-06-29,49082,59363,0,Approved,82,Tax Agent,12,6,Manufacturing
CLM00010532,TPIN1000000532,2024-09-22,2024-05-31,2024-08-30,53922,49509,4413,Query Raised,10,Tax Agent,5,7,ICT
CLM00010533,TPIN1000000533,2024-07-23,2024-03-31,2024-06-29,111402,100060,11342,Query Raised,20,Tax Agent,5,6,Mining
CLM00010534,TPIN1000000534,2024-06-06,2024-02-29,2024-05-30,105352,113370,0,Under Review,14,Taxpayer,14,1,Real Estate
CLM00010535,TPIN1000000535,2024-06-25,2024-02-29,2024-05-30,71867,65086,6781,Approved,89,Taxpayer,19,1,Professional Services
CLM00010536,TPIN1000000536,2024-01-31,2023-10-31,2024-01-30,5611,5560,51,Approved,75,Tax Agent,15,9,Professional Services
CLM00010537,TPIN1000000537,2024-07-07,2024-03-31,2024-06-29,14305,17584,0,Query Raised,58,Taxpayer,8,2,Professional Services
CLM00010538,TPIN1000000538,2024-11-04,2024-07-31,2024-10-30,19992,21153,0,Under Review,80,Tax Agent,9,6,Agriculture
CLM00010539,TPIN1000000539,2024-12-16,2024-08-31,2024-11-29,6202,6239,0,Query Raised,63,Tax Agent,14,5,Hospitality
CLM00010540,TPIN1000000540,2024-04-25,2023-12-31,2024-03-30,45787,44407,1380,Query Raised,56,Tax Agent,13,4,Hospitality
CLM00010541,TPIN1000000541,2024-08-18,2024-04-30,2024-07-30,21529,20040,1490,Under Review,5,Tax Agent,10,4,Retail
CLM00010542,TPIN1000000542,2024-06-25,2024-02-29,2024-05-30,62029,65765,0,Query Raised,38,Tax Agent,12,7,Retail
CLM00010543,TPIN1000000543,2024-10-04,2024-06-30,2024-09-29,52109,47761,4348,Approved,7,Tax Agent,16,6,Transport
CLM00010544,TPIN1000000544,2024-08-23,2024-04-30,2024-07-30,70531,61249,9282,Pending,42,Tax Agent,17,0,Transport
CLM00010545,TPIN1000000545,2024-06-10,2024-02-29,2024-05-30,42483,44246,0,Under Review,10,Tax Agent,9,6,Import/Export
CLM00010546,TPIN1000000546,2024-01-15,2023-09-30,2023-12-30,28992,26423,2569,Approved,40,Tax Agent,10,2,ICT
CLM00010547,TPIN1000000547,2024-02-02,2023-10-31,2024-01-30,27732,34267,0,Under Review,27,Taxpayer,19,7,Professional Services
CLM00010548,TPIN1000000548,2024-04-10,2023-12-31,2024-03-30,85451,87783,0,Approved,3,Taxpayer,14,7,Import/Export
CLM00010549,TPIN1000000549,2024-11-17,2024-07-31,2024-10-30,43035,36965,6071,Query Raised,72,Tax Agent,19,2,Agriculture
CLM00010550,TPIN1000000550,2024-04-11,2023-12-31,2024-03-30,156058,160196,0,Pending,33,Taxpayer,15,7,Professional Services
CLM00010551,TPIN1000000551,2024-12-18,2024-08-31,2024-11-29,228901,226682,2219,Query Raised,55,Tax Agent,7,4,Transport
CLM00010552,TPIN1000000552,2024-05-23,2024-01-31,2024-04-29,121264,113966,7299,Approved,32,Tax Agent,6,4,Professional Services
CLM00010553,TPIN1000000553,2024-10-07,2024-06-30,2024-09-29,31690,26822,4868,Pending,79,Taxpayer,6,0,Import/Export
CLM00010554,TPIN1000000554,2024-04-26,2023-12-31,2024-03-30,166441,144753,21688,Approved,5,Taxpayer,18,2,Mining
CLM00010555,TPIN1000000555,2024-08-19,2024-04-30,2024-07-30,31870,34287,0,Approved,82,Tax Agent,19,0,Manufacturing
CLM00010556,TPIN1000000556,2024-07-30,2024-03-31,2024-06-29,161550,157843,3707,Approved,45,Taxpayer,15,0,Construction
CLM00010557,TPIN1000000557,2024-02-11,2023-10-31,2024-01-30,178042,208743,0,Pending,39,Tax Agent,16,7,Hospitality
CLM00010558,TPIN1000000558,2024-05-26,2024-01-31,2024-04-29,71405,72040,0,Pending,65,Tax Agent,15,6,Retail
CLM00010559,TPIN1000000559,2024-12-14,2024-08-31,2024-11-29,15574,15148,427,Under Review,22,Tax Agent,6,3,Agriculture
CLM00010560,TPIN1000000560,2024-08-11,2024-04-30,2024-07-30,103134,100014,3120,Under Review,63,Tax Agent,10,3,Real Estate
CLM00010561,TPIN1000000561,2024-11-16,2024-07-31,2024-10-30,72455,64344,8111,Approved,34,Tax Agent,6,7,Mining
CLM00010562,TPIN1000000562,2024-02-03,2023-10-31,2024-01-30,188865,183549,5316,Approved,84,Tax Agent,10,6,Manufacturing
CLM00010563,TPIN1000000563,2024-10-22,2024-06-30,2024-09-29,124964,155566,0,Under Review,37,Taxpayer,5,8,Construction
CLM00010564,TPIN1000000564,2024-05-12,2024-01-31,2024-04-29,95287,103977,0,Approved,7,Tax Agent,12,2,Manufacturing
CLM00010565,TPIN1000000565,2024-05-18,2024-01-31,2024-04-29,23228,21398,1830,Query Raised,54,Tax Agent,6,2,Transport
CLM00010566,TPIN1000000566,2024-12-26,2024-08-31,2024-11-29,45883,56752,0,Pending,69,Tax Agent,19,2,Transport
CLM00010567,TPIN1000000567,2024-01-16,2023-09-30,2023-12-30,64423,74635,0,Pending,5,Tax Agent,14,7,Professional Services
CLM00010568,TPIN1000000568,2024-10-06,2024-06-30,2024-09-29,35609,41247,0,Query Raised,47,Taxpayer,12,6,Manufacturing
CLM00010569,TPIN1000000569,2024-02-10,2023-10-31,2024-01-30,84392,97536,0,Under Review,67,Taxpayer,17,1,Transport
CLM00010570,TPIN1000000570,2024-02-21,2023-10-31,2024-01-30,9483,10498,0,Query Raised,60,Tax Agent,6,1,Wholesale
CLM00010571,TPIN1000000571,2024-12-02,2024-08-31,2024-11-29,53008,48557,4451,Under Review,38,Tax Agent,13,6,Education
CLM00010572,TPIN1000000572,2024-08-06,2024-04-30,2024-07-30,34511,29785,4727,Under Review,43,Tax Agent,7,9,Transport
CLM00010573,TPIN1000000573,2024-01-09,2023-09-30,2023-12-30,48602,51738,0,Under Review,24,Tax Agent,9,2,Retail
CLM00010574,TPIN1000000574,2024-03-08,2023-11-30,2024-02-28,3916,3353,563,Approved,14,Tax Agent,14,8,Agriculture
CLM00010575,TPIN1000000575,2024-03-30,2023-11-30,2024-02-28,121672,108810,12863,Pending,53,Tax Agent,19,1,Hospitality
CLM00010576,TPIN1000000576,2024-09-29,2024-05-31,2024-08-30,2942,2915,27,Under Review,29,Tax Agent,8,1,Mining
CLM00010577,TPIN1000000577,2024-02-06,2023-10-31,2024-01-30,45311,40279,5032,Query Raised,44,Taxpayer,6,1,Hospitality
CLM00010578,TPIN1000000578,2024-11-09,2024-07-31,2024-10-30,24698,25264,0,Approved,28,Tax Agent,17,2,Agriculture
CLM00010579,TPIN1000000579,2024-08-13,2024-04-30,2024-07-30,55266,53191,2076,Query Raised,65,Taxpayer,19,4,Construction
CLM00010580,TPIN1000000580,2024-01-01,2023-09-30,2023-12-30,160348,185748,0,Pending,74,Taxpayer,19,1,Hospitality
CLM00010581,TPIN1000000581,2024-05-13,2024-01-31,2024-04-29,68652,72281,0,Approved,77,Taxpayer,15,5,Transport
CLM00010582,TPIN1000000582,2024-07-30,2024-03-31,2024-06-29,139097,131732,7365,Under Review,63,Tax Agent,12,9,Real Estate
CLM00010583,TPIN1000000583,2024-11-19,2024-07-31,2024-10-30,86047,92356,0,Query Raised,22,Tax Agent,12,0,Construction
CLM00010584,TPIN1000000584,2024-09-03,2024-05-31,2024-08-30,20164,17562,2602,Approved,10,Tax Agent,6,2,Agriculture
CLM00010585,TPIN1000000585,2024-05-23,2024-01-31,2024-04-29,10012,9728,285,Query Raised,14,Tax Agent,14,3,Mining
CLM00010586,TPIN1000000586,2024-10-21,2024-06-30,2024-09-29,143330,167117,0,Pending,82,Tax Agent,9,0,Transport
CLM00010587,TPIN1000000587,2024-12-05,2024-08-31,2024-11-29,164050,165245,0,Query Raised,26,Tax Agent,18,4,ICT
CLM00010588,TPIN1000000588,2024-10-12,2024-06-30,2024-09-29,126896,111765,15131,Under Review,40,Tax Agent,9,8,Hospitality
CLM00010589,TPIN1000000589,2024-11-01,2024-07-31,2024-10-30,8685,9361,0,Approved,47,Tax Agent,8,3,Mining
CLM00010590,TPIN1000000590,2024-07-08,2024-03-31,2024-06-29,113325,131577,0,Query Raised,75,Tax Agent,14,9,Construction
CLM00010591,TPIN1000000591,2024-03-09,2023-11-30,2024-02-28,2511,2713,0,Under Review,29,Taxpayer,13,1,Mining
CLM00010592,TPIN1000000592,2024-07-22,2024-03-31,2024-06-29,8110,7628,483,Query Raised,67,Taxpayer,14,1,Hospitality
CLM00010593,TPIN1000000593,2024-08-05,2024-04-30,2024-07-30,1228,1202,27,Approved,45,Tax Agent,18,9,Wholesale
CLM00010594,TPIN1000000594,2024-01-14,2023-09-30,2023-12-30,80770,87750,0,Under Review,88,Taxpayer,19,7,Mining
CLM00010595,TPIN1000000595,2024-12-19,2024-08-31,2024-11-29,60110,74855,0,Query Raised,83,Tax Agent,11,3,Agriculture
CLM00010596,TPIN1000000596,2024-08-21,2024-04-30,2024-07-30,3731,3773,0,Pending,60,Taxpayer,13,9,Import/Export
CLM00010597,TPIN1000000597,2024-11-22,2024-07-31,2024-10-30,90804,85002,5802,Query Raised,29,Tax Agent,13,2,Retail
CLM00010598,TPIN1000000598,2024-04-15,2023-12-31,2024-03-30,4197,5072,0,Query Raised,19,Taxpayer,9,6,Manufacturing
CLM00010599,TPIN1000000599,2024-02-14,2023-10-31,2024-01-30,23962,27573,0,Query Raised,52,Tax Agent,12,0,Healthcare
CLM00010600,TPIN1000000600,2024-03-07,2023-11-30,2024-02-28,54396,48802,5595,Pending,70,Tax Agent,10,4,Manufacturing
CLM00010601,TPIN1000000601,2024-08-04,2024-04-30,2024-07-30,28637,35030,0,Under Review,56,Tax Agent,11,3,Real Estate
CLM00010602,TPIN1000000602,2024-11-12,2024-07-31,2024-10-30,13474,15430,0,Under Review,47,Tax Agent,7,9,Manufacturing
CLM00010603,TPIN1000000603,2024-09-09,2024-05-31,2024-08-30,162076,139694,22383,Pending,3,Taxpayer,8,6,Mining
CLM00010604,TPIN1000000604,2024-05-02,2024-01-31,2024-04-29,133870,139867,0,Query Raised,73,Tax Agent,10,3,Healthcare
CLM00010605,TPIN1000000605,2024-11-13,2024-07-31,2024-10-30,2292,2217,74,Pending,67,Taxpayer,9,7,Education
CLM00010606,TPIN1000000606,2024-07-31,2024-04-30,2024-07-30,81389,75165,6223,Approved,84,Taxpayer,9,3,Healthcare
